pack_category,pack_name,korean,translation
🇻🇳 TC3,B2 - 대인 관계,사람을 사귀다,"làm quen với người khác, kết bạn"
🇻🇳 TC3,B2 - 대인 관계,부탁하다,"nhờ cậy, nhờ giúp"
🇻🇳 TC3,B2 - 대인 관계,부탁을 받다,được đề nghị giúp đỡ
🇻🇳 TC3,B2 - 대인 관계,부탁을 들어주다,nhận lời giúp đỡ
🇻🇳 TC3,B2 - 대인 관계,부탁을 거절하다,từ chối giúp đỡ
🇻🇳 TC3,B2 - 대인 관계,도움을 청하다,yêu cầu được giúp
🇻🇳 TC3,B2 - 대인 관계,거절하다,từ chối
🇻🇳 TC3,B2 - 대인 관계,거절을 당하다,bị từ chối
🇻🇳 TC3,B2 - 대인 관계,안부를 묻다 / 여쭙다,thăm hỏi
🇻🇳 TC3,B2 - 대인 관계,안부 편지를 보내다,viết thư hỏi thăm
🇻🇳 TC3,B2 - 대인 관계,안부를 전하다,gửi lời hỏi thăm
🇻🇳 TC3,B2 - 대인 관계,찾아뵙다,đến thăm
🇻🇳 TC3,B2 - 대인 관계,안부 전화를 하다,gọi điện thoại thăm hỏi
🇻🇳 TC3,B2 - 대인 관계,송별회,tiệc chia tay
🇻🇳 TC3,B2 - 대인 관계,동창회,họp mặt bạn cùng lớp
🇻🇳 TC3,B2 - 대인 관계,송년회,tiệc tất niên
🇻🇳 TC3,B2 - 대인 관계,동호회,hội người cùng sở thích
🇻🇳 TC3,B2 - 대인 관계,회식,liên hoan công ty
🇻🇳 TC3,B2 - 대인 관계,야유회,buổi picnic
🇻🇳 TC3,B2 - 대인 관계,정기 모임,họp mặt định kì
🇻🇳 TC3,B2 - 대인 관계,회비,hội phí
🇻🇳 TC3,B2 - 대인 관계,참석,"tham dự, có mặt"
🇻🇳 TC3,B2 - 대인 관계,연락,liên lạc
🇻🇳 TC3,B2 - 대인 관계,취소,hủy bỏ
🇻🇳 TC3,B2 - 대인 관계,변경,thay đổi
🇻🇳 TC3,B3 - 건강,건강하다,khỏe mạnh
🇻🇳 TC3,B3 - 건강,몸이 약하다,cơ thể yếu ớt
🇻🇳 TC3,B3 - 건강,안색이 좋다,sắc mặt tốt (khỏe)
🇻🇳 TC3,B3 - 건강,안색이 나쁘다,sắc mặt không tốt (không khỏe)
🇻🇳 TC3,B3 - 건강,건강을 지키다,giữ gìn sức khỏe
🇻🇳 TC3,B3 - 건강,건강을 유지하다,duy trì sức khỏe
🇻🇳 TC3,B3 - 건강,몸이 안 좋다,cơ thể không khỏe
🇻🇳 TC3,B3 - 건강,건강을 잃다,mất sức khỏe
🇻🇳 TC3,B3 - 건강,건강에 좋다,tốt cho sức khỏe
🇻🇳 TC3,B3 - 건강,건강에 나쁘다,không tốt cho sức khỏe
🇻🇳 TC3,B3 - 건강,피곤하다,mệt
🇻🇳 TC3,B3 - 건강,과로하다,lao động quá sức
🇻🇳 TC3,B3 - 건강,힘들다,"vất vả, khó khăn"
🇻🇳 TC3,B3 - 건강,스트레스를 받다,bị căng thẳng
🇻🇳 TC3,B3 - 건강,쉬다,nghỉ
🇻🇳 TC3,B3 - 건강,휴식을 취하다,nghỉ ngơi
🇻🇳 TC3,B3 - 건강,피로를 풀다,giải tỏa sự mệt mỏi
🇻🇳 TC3,B3 - 건강,스트레스를 풀다,giải tỏa căng thẳng
🇻🇳 TC3,B3 - 건강,휴가를 가다,đi nghỉ
🇻🇳 TC3,B3 - 건강,가벼운 운동을 하다,vận động nhẹ nhàng
🇻🇳 TC3,B3 - 건강,잠을 자다,ngủ
🇻🇳 TC3,B3 - 건강,지치다,kiệt sức
🇻🇳 TC3,B4 - 쇼핑,상의/하의,áo / quần
🇻🇳 TC3,B4 - 쇼핑,숙녀복,âu phục nữ
🇻🇳 TC3,B4 - 쇼핑,신사복,âu phục nam
🇻🇳 TC3,B4 - 쇼핑,아동복,quần áo trẻ em
🇻🇳 TC3,B4 - 쇼핑,겉옷/속옷,áo ngoài/ áo trong
🇻🇳 TC3,B4 - 쇼핑,정장,đồ vest
🇻🇳 TC3,B4 - 쇼핑,캐주얼,trang phục thường ngày
🇻🇳 TC3,B4 - 쇼핑,교복,đồng phục học sinh
🇻🇳 TC3,B4 - 쇼핑,운동복,trang phục thể thao
🇻🇳 TC3,B4 - 쇼핑,등산복,trang phục leo núi
🇻🇳 TC3,B4 - 쇼핑,쇼핑센터,trung tâm mua sắm
🇻🇳 TC3,B4 - 쇼핑,할인 매장,khu bán hàng giảm giá
🇻🇳 TC3,B4 - 쇼핑,인터넷 쇼핑,mua sắm qua mạng
🇻🇳 TC3,B4 - 쇼핑,홈쇼핑,mua sắm tại nhà
🇻🇳 TC3,B4 - 쇼핑,배송료,phí vận chuyển
🇻🇳 TC3,B4 - 쇼핑,배송하다,vận chuyển hàng
🇻🇳 TC3,B4 - 쇼핑,주문하다,Đặt hàng
🇻🇳 TC3,B4 - 쇼핑,반품하다,trả lại hàng
🇻🇳 TC3,B4 - 쇼핑,잘 맞다,vừa vặn
🇻🇳 TC3,B4 - 쇼핑,헐렁하다,rộng
🇻🇳 TC3,B4 - 쇼핑,끼다,chật
🇻🇳 TC3,B4 - 쇼핑,치수가 크다 / 작다,chỉ số to / nhỏ
🇻🇳 TC3,B4 - 쇼핑,허리가 크다 / 작다,vòng eo to / nhỏ
🇻🇳 TC3,B4 - 쇼핑,소매가 길다 / 짧다,ống tay dài / ngắn
🇻🇳 TC3,B4 - 쇼핑,교환,đổi lại (hàng hóa)
🇻🇳 TC3,B4 - 쇼핑,환불,trả hàng (lấy lại tiền)
🇻🇳 TC3,B4 - 쇼핑,상표,nhãn hiệu sản phẩm
🇻🇳 TC3,B4 - 쇼핑,영수증,hóa đơn
🇻🇳 TC3,B4 - 쇼핑,질이 좋다 / 나쁘다,chất liệu tốt / không tốt
🇻🇳 TC3,B4 - 쇼핑,색상이 진하다/연하다,màu đậm / nhạt
🇻🇳 TC3,B4 - 쇼핑,무난하다,nhẹ nhàng thanh lịch
🇻🇳 TC3,B4 - 쇼핑,어울리다,"phù hợp, hợp"
🇻🇳 TC3,B4 - 쇼핑,유행하다,thịnh hành
🇻🇳 TC3,B4 - 쇼핑,유행에 뒤떨어지다,lỗi mốt
🇻🇳 TC3,B4 - 쇼핑,유행이 지나다,hết mốt
🇻🇳 TC3,B4 - 쇼핑,마음에 들다 / 안 들다,vừa lòng/ không vừa lòng
🇻🇳 TC3,B5 - 요리,한식,món Hàn Quốc
🇻🇳 TC3,B5 - 요리,양식,món ăn Âu
🇻🇳 TC3,B5 - 요리,중식,món ăn Trung Quốc
🇻🇳 TC3,B5 - 요리,탕,canh/soup
🇻🇳 TC3,B5 - 요리,찌개,canh
🇻🇳 TC3,B5 - 요리,볶음,món xào
🇻🇳 TC3,B5 - 요리,간식,món ăn nhẹ
🇻🇳 TC3,B5 - 요리,한국 음식,thức ăn Hàn
🇻🇳 TC3,B5 - 요리,조림,món rim
🇻🇳 TC3,B5 - 요리,찜,món hấp
🇻🇳 TC3,B5 - 요리,분식,"cơm phần, ăn theo suất"
🇻🇳 TC3,B5 - 요리,설렁탕,canh sườn và lòng bò
🇻🇳 TC3,B5 - 요리,김치찌개,canh Kimchi
🇻🇳 TC3,B5 - 요리,장조림,thịt bò rim tương
🇻🇳 TC3,B5 - 요리,갈비찜,sườn hấp
🇻🇳 TC3,B5 - 요리,멸치볶음,cá cơm xào
🇻🇳 TC3,B5 - 요리,갈비탕,canh sườn
🇻🇳 TC3,B5 - 요리,된장찌개,canh tương
🇻🇳 TC3,B5 - 요리,두부조림,đậu phụ rim
🇻🇳 TC3,B5 - 요리,아귀찜,cá vảy chân hấp
🇻🇳 TC3,B5 - 요리,오징어볶음,mực xào
🇻🇳 TC3,B5 - 요리,삼계탕,gà tần sâm
🇻🇳 TC3,B5 - 요리,순두부찌개,canh đậu phụ non
🇻🇳 TC3,B5 - 요리,생선조림,cá rim
🇻🇳 TC3,B5 - 요리,계란찜,trứng bác
🇻🇳 TC3,B5 - 요리,볶음밥,cơm rang
🇻🇳 TC3,B5 - 요리,썰다,thái
🇻🇳 TC3,B5 - 요리,다지다,giã
🇻🇳 TC3,B5 - 요리,버무리다,trộn
🇻🇳 TC3,B5 - 요리,담그다,"muối, ướp, ngâm"
🇻🇳 TC3,B5 - 요리,절이다,ướp muối
🇻🇳 TC3,B5 - 요리,굽다,nướng
🇻🇳 TC3,B5 - 요리,볶다,"rang, xào"
🇻🇳 TC3,B5 - 요리,찌다,hấp
🇻🇳 TC3,B5 - 요리,끓이다,đun
🇻🇳 TC3,B5 - 요리,삶다,luộc
🇻🇳 TC3,B5 - 요리,조리다,rim
🇻🇳 TC3,B5 - 요리,두르다,cuốn
🇻🇳 TC3,B5 - 요리,부치다,rán
🇻🇳 TC3,B5 - 요리,튀기다,rán (ngập mỡ)
🇻🇳 TC3,B5 - 요리,불리다,"nhúng, ngâm"
🇻🇳 TC3,B5 - 요리,맛이 나다,có vị ngon
🇻🇳 TC3,B5 - 요리,맛을 보다,nếm thử
🇻🇳 TC3,B5 - 요리,입맛에 맞다,hợp khẩu vị
🇻🇳 TC3,B5 - 요리,간을 하다,thêm gia vị
🇻🇳 TC3,B5 - 요리,간을 보다,nếm độ mặn nhạt
🇻🇳 TC3,B5 - 요리,간이 맞다,vừa
🇻🇳 TC3,B6 - 은행,현금,tiền mặt
🇻🇳 TC3,B6 - 은행,동전,tiền xu
🇻🇳 TC3,B6 - 은행,지폐,tiền giấy
🇻🇳 TC3,B6 - 은행,수표,ngân phiếu
🇻🇳 TC3,B6 - 은행,천 원짜리,loại tiền 1000won
🇻🇳 TC3,B6 - 은행,잔돈,tiền lẻ
🇻🇳 TC3,B6 - 은행,통장,sổ tài khoản
🇻🇳 TC3,B6 - 은행,도장,con dấu
🇻🇳 TC3,B6 - 은행,신분증,"Giấy chứng minh thư, căn cước"
🇻🇳 TC3,B6 - 은행,계좌 번호,số tài khoản
🇻🇳 TC3,B6 - 은행,비밀번호,số bí mật
🇻🇳 TC3,B6 - 은행,현금카드,thẻ tiền mặt
🇻🇳 TC3,B6 - 은행,현금자동입출금기(ATM기),máy nhập rút tiền mặt tự động
🇻🇳 TC3,B6 - 은행,입금,nhập tiền
🇻🇳 TC3,B6 - 은행,출금,rút tiền
🇻🇳 TC3,B6 - 은행,계좌 이체,chuyển tiền qua tài khoản
🇻🇳 TC3,B6 - 은행,잔액 조회,kiểm tra tiền dư
🇻🇳 TC3,B6 - 은행,통장 정리,kiểm tra số tài khoản
🇻🇳 TC3,B6 - 은행,예금하다,gửi tiền vào ngân hàng
🇻🇳 TC3,B6 - 은행,송금하다,"gửi tiền, chuyển tiền"
🇻🇳 TC3,B6 - 은행,환전하다,đổi tiền
🇻🇳 TC3,B6 - 은행,대출하다,vay tiền
🇻🇳 TC3,B6 - 은행,통장을 개설하다,mở sổ tài khoản
🇻🇳 TC3,B6 - 은행,적금을 들다,gửi tiết kiệm định kỳ
🇻🇳 TC3,B6 - 은행,수수료를 내다,"trả tiền lệ phí, hoa hồng"
🇻🇳 TC3,B6 - 은행,공과금을 내다,nộp chi phí công cộng
🇻🇳 TC3,B6 - 은행,자동이체를 하다,chuyển tiền tự động
🇻🇳 TC3,B6 - 은행,텔레뱅킹을 하다,Giao dịch ngân hàng qua phương tiện truyền thông
🇻🇳 TC3,B6 - 은행,인터넷뱅킹을 하다,Giao dịch ngân hàng qua mạng
🇻🇳 TC3,B6 - 은행,동전을 교환하다,đổi tiền xu
🇻🇳 TC3,B7 - 성격,활발하다,hoạt bát
🇻🇳 TC3,B7 - 성격,명랑하다,"sáng sủa, vui vẻ, rạng rỡ"
🇻🇳 TC3,B7 - 성격,밝다,sáng sủa
🇻🇳 TC3,B7 - 성격,착하다,hiền lành
🇻🇳 TC3,B7 - 성격,조용하다,"lặng lẽ, im lặng"
🇻🇳 TC3,B7 - 성격,얌전하다,"nhẹ nhàng, dịu dàng, thanh lịch"
🇻🇳 TC3,B7 - 성격,솔직하다,thật thà
🇻🇳 TC3,B7 - 성격,고집이 세다,"bảo thủ, bướng bỉnh, cứng đầu"
🇻🇳 TC3,B7 - 성격,차분하다,"bình tĩnh, điềm tĩnh"
🇻🇳 TC3,B7 - 성격,(성격이) 급하다,"vội vàng, hấp tấp"
🇻🇳 TC3,B7 - 성격,적극적이다,"tích cực, năng động"
🇻🇳 TC3,B7 - 성격,소극적이다,tiêu cực
🇻🇳 TC3,B7 - 성격,사교적이다,"dễ gần, thân mật, có tài xã giao"
🇻🇳 TC3,B7 - 성격,내성적이다,"trầm lắng, có nội tâm"
🇻🇳 TC3,B7 - 성격,재주가 많다,"nhiều tài, có tài"
🇻🇳 TC3,B7 - 성격,유머 감각이 있다,"có tính vui nhộn, thích pha trò"
🇻🇳 TC3,B7 - 성격,부지런하다,"chăm chỉ, cần cù"
🇻🇳 TC3,B7 - 성격,게으르다,lười nhác
🇻🇳 TC3,B7 - 성격,믿음직하다,đáng tin
🇻🇳 TC3,B7 - 성격,이해심이 많다,"dễ thông cảm, bao dung"
🇻🇳 TC3,B7 - 성격,말이 많다,nói nhiều
🇻🇳 TC3,B7 - 성격,정이 많다,giàu tình cảm
🇻🇳 TC3,B7 - 성격,생각이 깊다,suy nghĩ sâu sắc
🇻🇳 TC3,B7 - 성격,마음이 넓다,"độ lượng, rộng lòng"
🇻🇳 TC3,B7 - 성격,성실하다,thành thật
🇻🇳 TC3,B7 - 성격,책임감이 강하다,có trách nhiệm cao
🇻🇳 TC3,B7 - 성격,눈이 높다,"kén chọn, tiêu chuẩn cao"
🇻🇳 TC3,B7 - 성격,발이 넓다,quan hệ rộng
🇻🇳 TC3,B7 - 성격,입이 무겁다,"trầm lặng, ít nói"
🇻🇳 TC3,B7 - 성격,입이 가볍다,nói nhiều
🇻🇳 TC3,B7 - 성격,귀가 얇다,cả tin
🇻🇳 TC3,B7 - 성격,콧대가 높다,"kiêu căng, trịch thượng"
🇻🇳 TC3,B7 - 성격,날개 돋치다,bán chạy / tiếng đồn lan nhanh
🇻🇳 TC3,B7 - 성격,날을 잡다,Định ngày hẹn
🇻🇳 TC3,B7 - 성격,귀에 들어가다,cho ai biết gì đó
🇻🇳 TC3,B7 - 성격,귀(를) 기울이다,Quan tâm / chú ý / chăm chú lắng nghe
🇻🇳 TC3,B7 - 성격,눈에 띄다,"Bắt mắt, nổi bật"
🇻🇳 TC3,B7 - 성격,눈을 맞추다,Chạm mắt
🇻🇳 TC3,B7 - 성격,물과 기름,mqh không hợp nhau như chó với mèo
🇻🇳 TC3,B7 - 성격,속이 시원하다,"Thoải mái, nhẹ long, phấn chấn"
🇻🇳 TC3,B7 - 성격,눈을 피하다,Tránh ánh nhìn
🇻🇳 TC3,B7 - 성격,얼굴이 두껍다,"Mặt dày, không biết xấu hổ, vô liêm sỉ"
🇻🇳 TC3,B7 - 성격,눈이 많다,Nhiều người nhìn
🇻🇳 TC3,B7 - 성격,쥐 죽은 듯,"rất yên tĩnh, im lặng như tờ"
🇻🇳 TC3,B7 - 성격,눈에 익다,Quen mắt
🇻🇳 TC3,B7 - 성격,한솥밥을 먹다,người một nhà
🇻🇳 TC3,B8 - 실수,실수하다,"sai sót, mắc lỗi"
🇻🇳 TC3,B8 - 실수,잘못하다,làm sai
🇻🇳 TC3,B8 - 실수,잃어버리다,"mất, đánh mất"
🇻🇳 TC3,B8 - 실수,오해하다,hiểu nhầm
🇻🇳 TC3,B8 - 실수,쏟다,đổ
🇻🇳 TC3,B8 - 실수,찢다,xé
🇻🇳 TC3,B8 - 실수,넘어지다,ngã
🇻🇳 TC3,B8 - 실수,떨어뜨리다,làm rơi
🇻🇳 TC3,B8 - 실수,깨뜨리다,làm vỡ
🇻🇳 TC3,B8 - 실수,문제가 생기다,có vấn đề nảy sinh
🇻🇳 TC3,B8 - 실수,사과하다,xin lỗi
🇻🇳 TC3,B8 - 실수,양해를 구하다,mong sự thông cảm
🇻🇳 TC3,B8 - 실수,변명하다,"biện minh, giải thích"
🇻🇳 TC3,B8 - 실수,핑계를 대다,lấy cớ
🇻🇳 TC3,B8 - 실수,잊어버리다,quên mất
🇻🇳 TC3,B8 - 실수,깜빡하다,quên khuấy mất
🇻🇳 TC3,B8 - 실수,헷갈리다,lẫn lộn
🇻🇳 TC3,B8 - 실수,생각이 나다,"nghĩ ra, nhớ ra"
🇻🇳 TC3,B8 - 실수,착각하다,"nhầm lẫn, lầm tưởng"
🇻🇳 TC3,B8 - 실수,건망증이 있다,đãng trí
🇻🇳 TC3,B9 - 이사,개인 주택,nhà riêng
🇻🇳 TC3,B9 - 이사,연립주택,nhà tập thể
🇻🇳 TC3,B9 - 이사,다세대주택,nhà có nhiều thế hệ cùng chung sống
🇻🇳 TC3,B9 - 이사,원룸,phòng một buồng khép kín
🇻🇳 TC3,B9 - 이사,빌라,villa
🇻🇳 TC3,B9 - 이사,고시원,nhà ở cho học sinh học thi
🇻🇳 TC3,B9 - 이사,전세,thuê có đặt cọc một lần
🇻🇳 TC3,B9 - 이사,월세,thuê trả tiền theo tháng
🇻🇳 TC3,B9 - 이사,하숙,ở trọ (có chủ nấu ăn)
🇻🇳 TC3,B9 - 이사,자취,ở trọ (tự phục vụ)
🇻🇳 TC3,B9 - 이사,부동산 소개소(중개소),văn phòng bất động sản
🇻🇳 TC3,B9 - 이사,이사,chuyển nhà
🇻🇳 TC3,B9 - 이사,계약서,bản hợp đồng
🇻🇳 TC3,B9 - 이사,계약금,tiền hợp đồng
🇻🇳 TC3,B9 - 이사,보증금,tiền đặt cọc
🇻🇳 TC3,B9 - 이사,집을 구하다,tìm nhà
🇻🇳 TC3,B9 - 이사,이삿짐,đồ đạc cần chuyển
🇻🇳 TC3,B9 - 이사,집이 나가다,nhà được bán
🇻🇳 TC3,B9 - 이사,이삿짐센터,Trung tâm dịch vụ chuyển nhà
🇻🇳 TC3,B9 - 이사,계약하다,ký hợp đồng
🇻🇳 TC3,B9 - 이사,포장 이사,chuyển nhà trọn gói
🇻🇳 TC3,B9 - 이사,잔금을 치르다,trả nốt phần tiền còn lại
🇻🇳 TC3,B9 - 이사,짐을 싸다,đóng gói đồ đạc
🇻🇳 TC3,B9 - 이사,짐을 싣다,chất hàng
🇻🇳 TC3,B9 - 이사,짐을 옮기다,chuyển đổ
🇻🇳 TC3,B9 - 이사,짐을 풀다,"tháo, dỡ đồ đạc"
🇻🇳 TC3,B9 - 이사,짐을 정리하다,sắp xếp đồ đạc
🇻🇳 TC3,B9 - 이사,보일러,nổi hơi
🇻🇳 TC3,B9 - 이사,남향집,nhà hướng Nam
🇻🇳 TC3,B9 - 이사,마당,sân
🇻🇳 TC3,B9 - 이사,주차장,nhà để xe
🇻🇳 TC3,B9 - 이사,개별난방,hệ thống sưởi sàn riêng
🇻🇳 TC3,B9 - 이사,중앙난방,hệ thống sưởi trung tâm
🇻🇳 TC3,B9 - 이사,문의하다,"hỏi, thắc mắc"
🇻🇳 TC3,B9 - 이사,보험 가입,gia nhập bảo hiểm
🇻🇳 TC3,B9 - 이사,이사 비용,chi phí di chuyển
🇻🇳 TC3,B9 - 이사,집들이,"liên hoan mừng nhà mới, tiệc tân gia"
🇻🇳 TC3,B9 - 이사,파손되다,"hỏng, bị hỏng"
🇻🇳 TC3,B9 - 이사,이웃,láng giếng
🇻🇳 TC3,B9 - 이사,부담을 줄이다,giảm gánh nặng
🇻🇳 TC3,B9 - 이사,편의 시설,thiết bị tiện nghi
🇻🇳 TC3,B9 - 이사,분실되다,mất mát
🇻🇳 TC3,B9 - 이사,저렴하다,"giá rẻ, giá phải chăng"
🇻🇳 TC3,B9 - 이사,적응하다,thích ứng
🇻🇳 TC3,B9 - 이사,해결되다,được giải quyết
🇻🇳 TC3,B10 - 여행,국내 여행,du lịch trong nước
🇻🇳 TC3,B10 - 여행,해외여행,du lịch nước ngoài
🇻🇳 TC3,B10 - 여행,배낭여행,du lịch ba lô
🇻🇳 TC3,B10 - 여행,수학여행,tham quan thực tế
🇻🇳 TC3,B10 - 여행,신혼여행,du lịch tuần trăng mật
🇻🇳 TC3,B10 - 여행,가족 여행,du lịch gia đình
🇻🇳 TC3,B10 - 여행,패키지여행,du lịch trọn gói
🇻🇳 TC3,B10 - 여행,크루즈 여행,du lịch đường biển
🇻🇳 TC3,B10 - 여행,골프 여행,du lịch chơi gôn
🇻🇳 TC3,B10 - 여행,초원,thảo nguyên
🇻🇳 TC3,B10 - 여행,해수욕장,bãi tắm biển
🇻🇳 TC3,B10 - 여행,국립공원,공원 quốc gia
🇻🇳 TC3,B10 - 여행,유적지,khu di tích
🇻🇳 TC3,B10 - 여행,고궁,cố cung
🇻🇳 TC3,B10 - 여행,호수,hồ
🇻🇳 TC3,B10 - 여행,사찰,chùa chiền
🇻🇳 TC3,B10 - 여행,온천,suối nước nóng
🇻🇳 TC3,B10 - 여행,계곡,khe suối
🇻🇳 TC3,B10 - 여행,놀이공원,"공원 vui chơi, giải trí"
🇻🇳 TC3,B10 - 여행,박물관,viện bảo tàng
🇻🇳 TC3,B10 - 여행,섬,đảo
🇻🇳 TC3,B10 - 여행,사막,sa mạc
🇻🇳 TC3,B10 - 여행,델타,vùng châu thổ
🇻🇳 TC3,B10 - 여행,석회암 동굴,hang đá vôi
🇻🇳 TC3,B10 - 여행,계획을 세우다,lên kế hoạch
🇻🇳 TC3,B10 - 여행,예약하다,đặt chỗ trước
🇻🇳 TC3,B10 - 여행,일정을 짜다,lập lịch trình
🇻🇳 TC3,B10 - 여행,변경하다,thay đổi
🇻🇳 TC3,B10 - 여행,취소하다,huỷ bỏ
🇻🇳 TC3,B10 - 여행,출발하다,xuất phát
🇻🇳 TC3,B10 - 여행,도착하다,đến nơi
🇻🇳 TC3,B10 - 여행,출국하다,xuất cảnh
🇻🇳 TC3,B10 - 여행,입국하다,nhập cảnh
🇻🇳 TC3,B10 - 여행,여권,hộ chiếu
🇻🇳 TC3,B10 - 여행,비자,"visa, thị thực"
🇻🇳 TC3,B10 - 여행,항공권,vé máy bay
🇻🇳 TC3,B10 - 여행,여행자수표,ngân phiếu du lịch
🇻🇳 TC3,B10 - 여행,여행자 보험,bảo hiểm du lịch
🇻🇳 TC3,B10 - 여행,숙박 시설,chỗ ở
🇻🇳 TC3,B10 - 여행,성수기,mùa cao điểm
🇻🇳 TC3,B10 - 여행,비수기,mùa vắng khách
🇻🇳 TC3,B10 - 여행,세계 문화유산,di sản văn hoá thế giới
🇻🇳 TC3,B11 - 고민,고민이 생기다,có nỗi lo
🇻🇳 TC3,B11 - 고민,고민을 해결하다,giải quyết nỗi lo
🇻🇳 TC3,B11 - 고민,갈등을 겪다,trải qua mâu thuẩn
🇻🇳 TC3,B11 - 고민,갈등이 생기다,xảy ra mâu thuẩn
🇻🇳 TC3,B11 - 고민,갈등을 해소하다,giải quyết mâu thuẩn
🇻🇳 TC3,B11 - 고민,갈등을 극복하다,khắc phục mâu thuẩn
🇻🇳 TC3,B11 - 고민,스트레스가 쌓이다,chồng chất căng thẳng
🇻🇳 TC3,B11 - 고민,스트레스를 풀다,"giải stress, giải toả căng thẳng"
🇻🇳 TC3,B11 - 고민,불면증,chứng mất ngủ
🇻🇳 TC3,B11 - 고민,우울증,chứng trầm cảm
🇻🇳 TC3,B11 - 고민,자신감이 있다,tự tin
🇻🇳 TC3,B11 - 고민,자신감을 잃다,mất tự tin
🇻🇳 TC3,B11 - 고민,초조하다,hồi hộp
🇻🇳 TC3,B11 - 고민,긴장되다,căng thẳng
🇻🇳 TC3,B11 - 고민,두렵다,lo sợ
🇻🇳 TC3,B11 - 고민,불안하다,bất an
🇻🇳 TC3,B11 - 고민,상담 센터,trung tâm tư vấn
🇻🇳 TC3,B11 - 고민,상담사,người tư vấn
🇻🇳 TC3,B11 - 고민,상담을 받다,được tư vấn
🇻🇳 TC3,B11 - 고민,진로 문제,vấn để tiến thân
🇻🇳 TC3,B11 - 고민,이성 문제,vấn đề khác giới
🇻🇳 TC3,B11 - 고민,인간관계 문제,vấn đề quan hệ với mọi người
🇻🇳 TC3,B11 - 고민,취업 문제,vấn để xin việc
🇻🇳 TC3,B11 - 고민,경제적 문제,vấn để kinh tế
🇻🇳 TC3,B11 - 고민,가정 문제,vấn để gia đình
🇻🇳 TC3,B11 - 고민,조언을 구하다,tìm lời khuyên
🇻🇳 TC3,B12 - 인터넷,사이트,Trang web
🇻🇳 TC3,B12 - 인터넷,블로그,Blog
🇻🇳 TC3,B12 - 인터넷,홈페이지,Trang chủ
🇻🇳 TC3,B12 - 인터넷,웹 문서,bài trên web
🇻🇳 TC3,B12 - 인터넷,동영상,đoạn phim hình
