pack_category,pack_name,korean,translation
Intermediate 3,B5 - Cooking,찜,"steamed dish"
Intermediate 3,B5 - Cooking,분식,"flour-based snacks (snack bar food)"
Intermediate 3,B5 - Cooking,설렁탕,"ox bone soup"
Intermediate 3,B5 - Cooking,김치찌개,"Kimchi stew"
Intermediate 3,B5 - Cooking,장조림,"beef braised in soy sauce"
Intermediate 3,B5 - Cooking,갈비찜,"braised short ribs"
Intermediate 3,B5 - Cooking,멸치볶음,"stir-fried anchovies"
Intermediate 3,B5 - Cooking,갈비탕,"short rib soup"
Intermediate 3,B5 - Cooking,된장찌개,"soybean paste stew"
Intermediate 3,B5 - Cooking,두부조림,"braised tofu"
Intermediate 3,B5 - Cooking,아귀찜,"braised spicy monkfish"
Intermediate 3,B5 - Cooking,오징어볶음,"stir-fried squid"
Intermediate 3,B5 - Cooking,삼계탕,"ginseng chicken soup"
Intermediate 3,B5 - Cooking,순두부찌개,"soft tofu stew"
Intermediate 3,B5 - Cooking,생선조림,"braised fish"
Intermediate 3,B5 - Cooking,계란찜,"steamed eggs"
Intermediate 3,B5 - Cooking,볶음밥,"fried rice"
Intermediate 3,B5 - Cooking,썰다,"to slice/chop"
Intermediate 3,B5 - Cooking,다지다,"to mince"
Intermediate 3,B5 - Cooking,버무리다,"to mix/toss"
Intermediate 3,B5 - Cooking,담그다,"to make (kimchi)/pickle/soak"
Intermediate 3,B5 - Cooking,절이다,"to salt/preserve in salt"
Intermediate 3,B5 - Cooking,굽다,"to grill/bake/roast"
Intermediate 3,B5 - Cooking,볶다,"to stir-fry/roast"
Intermediate 3,B5 - Cooking,찌다,"to steam"
Intermediate 3,B5 - Cooking,끓이다,"to boil"
Intermediate 3,B5 - Cooking,삶다,"to boil (food)"
Intermediate 3,B5 - Cooking,조리다,"to boil down/braise"
Intermediate 3,B5 - Cooking,두르다,"to spread (oil)/wrap"
Intermediate 3,B5 - Cooking,부치다,"to fry (pancake style)"
Intermediate 3,B5 - Cooking,튀기다,"to deep-fry"
Intermediate 3,B5 - Cooking,불리다,"to soak/swell"
Intermediate 3,B5 - Cooking,맛이 나다,"to have a taste"
Intermediate 3,B5 - Cooking,맛을 보다,"to taste"
Intermediate 3,B5 - Cooking,입맛에 맞다,"to suit one's taste"
Intermediate 3,B5 - Cooking,간을 하다,"to season"
Intermediate 3,B5 - Cooking,간을 보다,"to taste for seasoning"
Intermediate 3,B5 - Cooking,간이 맞다,"to be well-seasoned"
Intermediate 3,B6 - Banking,현금,"cash"
Intermediate 3,B6 - Banking,동전,"coin"
Intermediate 3,B6 - Banking,지폐,"banknote"
Intermediate 3,B6 - Banking,수표,"check"
Intermediate 3,B6 - Banking,천 원짜리,"1,000 won bill"
Intermediate 3,B6 - Banking,잔돈,"small change"
Intermediate 3,B6 - Banking,통장,"bankbook"
Intermediate 3,B6 - Banking,도장,"seal/stamp"
Intermediate 3,B6 - Banking,신분증,"ID card"
Intermediate 3,B6 - Banking,계좌 번호,"account number"
Intermediate 3,B6 - Banking,비밀번호,"password/PIN"
Intermediate 3,B6 - Banking,현금카드,"debit card/cash card"
Intermediate 3,B6 - Banking,현금자동입출금기(ATM기),"ATM"
Intermediate 3,B6 - Banking,입금,"deposit"
Intermediate 3,B6 - Banking,출금,"withdrawal"
Intermediate 3,B6 - Banking,계좌 이체,"account transfer"
Intermediate 3,B6 - Banking,잔액 조회,"balance inquiry"
Intermediate 3,B6 - Banking,통장 정리,"bankbook update"
Intermediate 3,B6 - Banking,예금하다,"to deposit money"
Intermediate 3,B6 - Banking,송금하다,"to remit/transfer money"
Intermediate 3,B6 - Banking,환전하다,"to exchange money"
Intermediate 3,B6 - Banking,대출하다,"to loan/borrow money"
Intermediate 3,B6 - Banking,통장을 개설하다,"to open a bank account"
Intermediate 3,B6 - Banking,적금을 들다,"to start a savings installment plan"
Intermediate 3,B6 - Banking,수수료를 내다,"to pay a service fee"
Intermediate 3,B6 - Banking,공과금을 내다,"to pay utility bills"
Intermediate 3,B6 - Banking,자동이체를 하다,"to set up automatic transfer"
Intermediate 3,B6 - Banking,텔레뱅킹을 하다,"to use telebanking"
Intermediate 3,B6 - Banking,인터넷뱅킹을 하다,"to use internet banking"
Intermediate 3,B6 - Banking,동전을 교환하다,"to exchange coins"
Intermediate 3,B7 - Personality,활발하다,"to be active/lively"
Intermediate 3,B7 - Personality,명랑하다,"to be cheerful/bright"
Intermediate 3,B7 - Personality,밝다,"to be bright/cheerful"
Intermediate 3,B7 - Personality,착하다,"to be good-hearted/kind"
Intermediate 3,B7 - Personality,조용하다,"to be quiet"
Intermediate 3,B7 - Personality,얌전하다,"to be gentle/well-behaved"
Intermediate 3,B7 - Personality,솔직하다,"to be honest/frank"
Intermediate 3,B7 - Personality,고집이 세다,"to be stubborn"
Intermediate 3,B7 - Personality,차분하다,"to be calm/composed"
Intermediate 3,B7 - Personality,(성격이) 급하다,"to be impatient/hasty"
Intermediate 3,B7 - Personality,적극적이다,"to be active/proactive"
Intermediate 3,B7 - Personality,소극적이다,"to be passive"
Intermediate 3,B7 - Personality,사교적이다,"to be sociable"
Intermediate 3,B7 - Personality,내성적이다,"to be introverted"
Intermediate 3,B7 - Personality,재주가 많다,"to be talented/versatile"
Intermediate 3,B7 - Personality,유머 감각이 있다,"to have a sense of humor"
Intermediate 3,B7 - Personality,부지런하다,"to be diligent"
Intermediate 3,B7 - Personality,게으르다,"to be lazy"
Intermediate 3,B7 - Personality,믿음직하다,"to be reliable/trustworthy"
Intermediate 3,B7 - Personality,이해심이 많다,"to be understanding/sympathetic"
Intermediate 3,B7 - Personality,말이 많다,"to be talkative"
Intermediate 3,B7 - Personality,정이 많다,"to be warm-hearted/affectionate"
Intermediate 3,B7 - Personality,생각이 깊다,"to be thoughtful/deep-thinking"
Intermediate 3,B7 - Personality,마음이 넓다,"to be generous/broad-minded"
Intermediate 3,B7 - Personality,성실하다,"to be sincere/diligent"
Intermediate 3,B7 - Personality,책임감이 강하다,"to have a strong sense of responsibility"
Intermediate 3,B7 - Personality,눈이 높다,"to have high standards"
Intermediate 3,B7 - Personality,발이 넓다,"to have a wide circle of acquaintances"
Intermediate 3,B7 - Personality,입이 무겁다,"to be good at keeping secrets"
Intermediate 3,B7 - Personality,입이 가볍다,"to have a big mouth"
Intermediate 3,B7 - Personality,귀가 얇다,"to be gullible"
Intermediate 3,B7 - Personality,콧대가 높다,"to be arrogant/proud"
Intermediate 3,B7 - Personality,날개 돋치다,"to sell like hotcakes"
Intermediate 3,B7 - Personality,날을 잡다,"to set a date"
Intermediate 3,B7 - Personality,귀에 들어가다,"to reach someone's ears (hear about)"
Intermediate 3,B7 - Personality,귀(를) 기울이다,"to listen carefully"
Intermediate 3,B7 - Personality,눈에 띄다,"to stand out/be noticeable"
Intermediate 3,B7 - Personality,눈을 맞추다,"to make eye contact"
Intermediate 3,B7 - Personality,물과 기름,"like oil and water (not getting along)"
Intermediate 3,B7 - Personality,속이 시원하다,"to feel relieved/refreshed"
Intermediate 3,B7 - Personality,눈을 피하다,"to avoid eye contact"
Intermediate 3,B7 - Personality,얼굴이 두껍다,"to be thick-skinned/shameless"
Intermediate 3,B7 - Personality,눈이 많다,"to be under many eyes (watched by many)"
Intermediate 3,B7 - Personality,쥐 죽은 듯,"dead quiet/silent as a mouse"
Intermediate 3,B7 - Personality,눈에 익다,"to be familiar (to the eyes)"
Intermediate 3,B7 - Personality,한솥밥을 먹다,"to be like family (eat from the same pot)"
Intermediate 3,B8 - Mistakes,실수하다,"to make a mistake"
Intermediate 3,B8 - Mistakes,잘못하다,"to do something wrong"
Intermediate 3,B8 - Mistakes,잃어버리다,"to lose (something)"
Intermediate 3,B8 - Mistakes,오해하다,"to misunderstand"
Intermediate 3,B8 - Mistakes,쏟다,"to spill"
Intermediate 3,B8 - Mistakes,찢다,"to tear"
Intermediate 3,B8 - Mistakes,넘어지다,"to fall down"
Intermediate 3,B8 - Mistakes,떨어뜨리다,"to drop (something)"
Intermediate 3,B8 - Mistakes,깨뜨리다,"to break"
Intermediate 3,B8 - Mistakes,문제가 생기다,"a problem arises"
Intermediate 3,B8 - Mistakes,사과하다,"to apologize"
Intermediate 3,B8 - Mistakes,양해를 구하다,"to ask for understanding"
Intermediate 3,B8 - Mistakes,변명하다,"to make an excuse/explain"
Intermediate 3,B8 - Mistakes,핑계를 대다,"to give an excuse"
Intermediate 3,B8 - Mistakes,잊어버리다,"to forget"
Intermediate 3,B8 - Mistakes,깜빡하다,"to slip one's mind"
Intermediate 3,B8 - Mistakes,헷갈리다,"to be confused"
Intermediate 3,B8 - Mistakes,생각이 나다,"to remember/occur to one"
Intermediate 3,B8 - Mistakes,착각하다,"to be mistaken/deluded"
Intermediate 3,B8 - Mistakes,건망증이 있다,"to be forgetful"
Intermediate 3,B9 - Moving House,개인 주택,"private house"
Intermediate 3,B9 - Moving House,연립주택,"townhouse/row house"
Intermediate 3,B9 - Moving House,다세대주택,"multi-family house"
Intermediate 3,B9 - Moving House,원룸,"studio apartment/one-room"
Intermediate 3,B9 - Moving House,빌라,"villa"
Intermediate 3,B9 - Moving House,고시원,"exam-prep guesthouse/tiny room"
Intermediate 3,B9 - Moving House,전세,"lease with a large lump-sum deposit"
Intermediate 3,B9 - Moving House,월세,"monthly rent"
Intermediate 3,B9 - Moving House,하숙,"boarding house (with meals)"
Intermediate 3,B9 - Moving House,자취,"living alone (self-catering)"
Intermediate 3,B9 - Moving House,부동산 소개소(중개소),"real estate agency"
Intermediate 3,B9 - Moving House,이사,"moving house"
Intermediate 3,B9 - Moving House,계약서,"contract"
Intermediate 3,B9 - Moving House,계약금,"down payment/contract deposit"
Intermediate 3,B9 - Moving House,보증금,"security deposit"
Intermediate 3,B9 - Moving House,집을 구하다,"to look for a house"
Intermediate 3,B9 - Moving House,이삿짐,"moving goods/belongings"
Intermediate 3,B9 - Moving House,집이 나가다,"house is rented/sold"
Intermediate 3,B9 - Moving House,이삿짐센터,"moving company"
Intermediate 3,B9 - Moving House,계약하다,"to sign a contract"
Intermediate 3,B9 - Moving House,포장 이사,"full-service moving"
Intermediate 3,B9 - Moving House,잔금을 치르다,"to pay the balance"
Intermediate 3,B9 - Moving House,짐을 싸다,"to pack"
Intermediate 3,B9 - Moving House,짐을 싣다,"to load"
Intermediate 3,B9 - Moving House,짐을 옮기다,"to move belongings"
Intermediate 3,B9 - Moving House,짐을 풀다,"to unpack"
Intermediate 3,B9 - Moving House,짐을 정리하다,"to organize belongings"
Intermediate 3,B9 - Moving House,보일러,"boiler"
Intermediate 3,B9 - Moving House,남향집,"south-facing house"
Intermediate 3,B9 - Moving House,마당,"yard/courtyard"
Intermediate 3,B9 - Moving House,주차장,"parking lot"
Intermediate 3,B9 - Moving House,개별난방,"individual heating"
Intermediate 3,B9 - Moving House,중앙난방,"central heating"
Intermediate 3,B9 - Moving House,문의하다,"to inquire"
Intermediate 3,B9 - Moving House,보험 가입,"insurance subscription"
Intermediate 3,B9 - Moving House,이사 비용,"moving costs"
Intermediate 3,B9 - Moving House,집들이,"housewarming party"
Intermediate 3,B9 - Moving House,파손되다,"to be damaged"
Intermediate 3,B9 - Moving House,이웃,"neighbor"
Intermediate 3,B9 - Moving House,부담을 줄이다,"to reduce the burden"
Intermediate 3,B9 - Moving House,편의 시설,"convenience facilities/amenities"
Intermediate 3,B9 - Moving House,분실되다,"to be lost"
Intermediate 3,B9 - Moving House,저렴하다,"to be cheap/affordable"
Intermediate 3,B9 - Moving House,적응하다,"to adapt"
Intermediate 3,B9 - Moving House,해결되다,"to be resolved"
Intermediate 3,B10 - Travel,국내 여행,"domestic travel"
Intermediate 3,B10 - Travel,해외여행,"overseas travel"
Intermediate 3,B10 - Travel,배낭여행,"backpacking"
Intermediate 3,B10 - Travel,수학여행,"school field trip"
Intermediate 3,B10 - Travel,신혼여행,"honeymoon"
Intermediate 3,B10 - Travel,가족 여행,"family trip"
Intermediate 3,B10 - Travel,패키지여행,"package tour"
Intermediate 3,B10 - Travel,크루즈 여행,"cruise trip"
Intermediate 3,B10 - Travel,골프 여행,"golf trip"
Intermediate 3,B10 - Travel,초원,"grassland/plain"
Intermediate 3,B10 - Travel,해수욕장,"beach"
Intermediate 3,B10 - Travel,국립공원,"national park"
Intermediate 3,B10 - Travel,유적지,"historic site"
Intermediate 3,B10 - Travel,고궁,"ancient palace"
Intermediate 3,B10 - Travel,호수,"lake"
Intermediate 3,B10 - Travel,사찰,"temple"
Intermediate 3,B10 - Travel,온천,"hot spring"
Intermediate 3,B10 - Travel,계곡,"valley"
Intermediate 3,B10 - Travel,놀이공원,"amusement park"
Intermediate 3,B10 - Travel,박물관,"museum"
Intermediate 3,B10 - Travel,섬,"island"
Intermediate 3,B10 - Travel,사막,"desert"
Intermediate 3,B10 - Travel,델타,"delta"
Intermediate 3,B10 - Travel,석회암 동굴,"limestone cave"
Intermediate 3,B10 - Travel,계획을 세우다,"to make a plan"
Intermediate 3,B10 - Travel,예약하다,"to book/reserve"
Intermediate 3,B10 - Travel,일정을 짜다,"to make an itinerary"
Intermediate 3,B10 - Travel,변경하다,"to change"
Intermediate 3,B10 - Travel,취소하다,"to cancel"
Intermediate 3,B10 - Travel,출발하다,"to depart"
Intermediate 3,B10 - Travel,도착하다,"to arrive"
Intermediate 3,B10 - Travel,출국하다,"to leave the country"
Intermediate 3,B10 - Travel,입국하다,"to enter the country"
Intermediate 3,B10 - Travel,여권,"passport"
Intermediate 3,B10 - Travel,비자,"visa"
Intermediate 3,B10 - Travel,항공권,"airline ticket"
Intermediate 3,B10 - Travel,여행자수표,"traveler's check"
Intermediate 3,B10 - Travel,여행자 보험,"travel insurance"
Intermediate 3,B10 - Travel,숙박 시설,"accommodation"
Intermediate 3,B10 - Travel,성수기,"peak season"
Intermediate 3,B10 - Travel,비수기,"off-season"
Intermediate 3,B10 - Travel,세계 문화유산,"World Cultural Heritage"
Intermediate 3,B11 - Worries,고민이 생기다,"to have a worry"
Intermediate 3,B11 - Worries,고민을 해결하다,"to solve a problem/worry"
Intermediate 3,B11 - Worries,갈등을 겪다,"to experience conflict"
Intermediate 3,B11 - Worries,갈등이 생기다,"conflict arises"
Intermediate 3,B11 - Worries,갈등을 해소하다,"to resolve conflict"
Intermediate 3,B11 - Worries,갈등을 극복하다,"to overcome conflict"
Intermediate 3,B11 - Worries,스트레스가 쌓이다,"stress piles up"
Intermediate 3,B11 - Worries,스트레스를 풀다,"to relieve stress"
Intermediate 3,B11 - Worries,불면증,"insomnia"
Intermediate 3,B11 - Worries,우울증,"depression"
Intermediate 3,B11 - Worries,자신감이 있다,"to have self-confidence"
Intermediate 3,B11 - Worries,자신감을 잃다,"to lose self-confidence"
Intermediate 3,B11 - Worries,초조하다,"to be anxious/restless"
Intermediate 3,B11 - Worries,긴장되다,"to be nervous/tense"
Intermediate 3,B11 - Worries,두렵다,"to be afraid"
Intermediate 3,B11 - Worries,불안하다,"to be uneasy/anxious"
Intermediate 3,B11 - Worries,상담 센터,"counseling center"
Intermediate 3,B11 - Worries,상담사,"counselor"
Intermediate 3,B11 - Worries,상담을 받다,"to receive counseling"
Intermediate 3,B11 - Worries,진로 문제,"career problem"
Intermediate 3,B11 - Worries,이성 문제,"relationship problems (opposite sex)"
Intermediate 3,B11 - Worries,인간관계 문제,"interpersonal problems"
Intermediate 3,B11 - Worries,취업 문제,"employment problem"
Intermediate 3,B11 - Worries,경제적 문제,"economic problem"
Intermediate 3,B11 - Worries,가정 문제,"family problem"
Intermediate 3,B11 - Worries,조언을 구하다,"to seek advice"
Intermediate 3,B12 - Internet,사이트,"site"
Intermediate 3,B12 - Internet,블로그,"blog"
Intermediate 3,B12 - Internet,홈페이지,"homepage"
Intermediate 3,B12 - Internet,웹 문서,"web document"
Intermediate 3,B12 - Internet,동영상,"video"
Intermediate 3,B12 - Internet,이미지,"image"
Intermediate 3,B12 - Internet,검색,"search"
Intermediate 3,B12 - Internet,댓글,"comment"
Intermediate 3,B12 - Internet,보내기,"send"
Intermediate 3,B12 - Internet,답 메일,"reply mail"
Intermediate 3,B12 - Internet,받기,"receive"
Intermediate 3,B12 - Internet,전체 메일,"mass email"
Intermediate 3,B12 - Internet,전달하기,"forward"
Intermediate 3,B12 - Internet,이메일 주소,"email address"
Intermediate 3,B12 - Internet,복사하기,"copy"
Intermediate 3,B12 - Internet,잘라내기,"cut"
Intermediate 3,B12 - Internet,불러오기,"load/open"
Intermediate 3,B12 - Internet,글씨 크기,"font size"
Intermediate 3,B12 - Internet,삭제하기,"delete"
Intermediate 3,B12 - Internet,오려두기,"clip/cut"
Intermediate 3,B12 - Internet,되돌리기,"undo"
Intermediate 3,B12 - Internet,글씨 모양,"font type"
Intermediate 3,B12 - Internet,저장하기,"save"
Intermediate 3,B12 - Internet,붙이기,"paste"
Intermediate 3,B12 - Internet,인쇄하기,"print"
Intermediate 3,B12 - Internet,문단 모양,"paragraph format"
Intermediate 3,B13 - Hopes,희망/ 꿈이 있다,"to have a hope/dream"
Intermediate 3,B13 - Hopes,희망/ 꿈을 가지다,"to harbor a hope/dream"
Intermediate 3,B13 - Hopes,희망적이다,"to be hopeful"
Intermediate 3,B13 - Hopes,희망/ 꿈을 키우다,"to nurture a hope/dream"
Intermediate 3,B13 - Hopes,희망/ 꿈을 나누다,"to share a hope/dream"
Intermediate 3,B13 - Hopes,희망을 잃다,"to lose hope"
Intermediate 3,B13 - Hopes,꿈을 펼치다,"to realize/unfold one's dream"
Intermediate 3,B13 - Hopes,장래 희망,"future hope"
Intermediate 3,B13 - Hopes,진로,"career path"
Intermediate 3,B13 - Hopes,진로를 정하다,"to decide on a career path"
Intermediate 3,B13 - Hopes,취업하다,"to get a job"
Intermediate 3,B13 - Hopes,진학하다,"to enter a higher level of school"
Intermediate 3,B13 - Hopes,유학을 가다,"to go study abroad"
Intermediate 3,B13 - Hopes,적성에 맞다,"to suit one's aptitude"
Intermediate 3,B13 - Hopes,경험을 쌓다,"to gain experience"
Intermediate 3,B13 - Hopes,봉사 활동을 하다,"to do volunteer work"
Intermediate 3,B13 - Hopes,기부를 하다,"to donate"
Intermediate 3,B13 - Hopes,자원봉사를 하다,"to do voluntary service"
Intermediate 3,B13 - Hopes,자원봉사자,"volunteer"
Intermediate 3,B13 - Hopes,양로원,"nursing home"
Intermediate 3,B13 - Hopes,고아원,"orphanage"
Intermediate 3,B13 - Hopes,시각장애인,"visually impaired person"
Intermediate 3,B13 - Hopes,청각장애인,"hearing impaired person"
Intermediate 3,B13 - Hopes,신체장애인,"physically disabled person"
Intermediate 3,B13 - Hopes,장애인 복지시설,"welfare facilities for the disabled"
Intermediate 3,B13 - Hopes,보람이 있다,"to be worthwhile"
Intermediate 3,B13 - Hopes,보람을 느끼다,"to feel a sense of worth"
Intermediate 3,B13 - Hopes,성공하다,"to succeed"
Intermediate 3,B13 - Hopes,성공을 거두다,"to achieve success"
Intermediate 3,B13 - Hopes,성공 비결,"secret to success"
Intermediate 3,B13 - Hopes,꿈을 이루다,"to achieve a dream"
Intermediate 3,B13 - Hopes,도전하다,"to challenge"
Intermediate 3,B13 - Hopes,실패하다,"to fail"
Intermediate 3,B13 - Hopes,노력하다,"to make an effort"
