pack_category,pack_name,korean,translation
Trung cấp 4,B3 - Tình cảm,심심하다,"buồn chán"
Trung cấp 4,B3 - Tình cảm,지루하다,"buồn tẻ, nhạt nhẽo"
Trung cấp 4,B3 - Tình cảm,감정이 드러나다,"tình cảm được bộc lộ"
Trung cấp 4,B3 - Tình cảm,감정을 숨기다,"che dấu tình cảm"
Trung cấp 4,B3 - Tình cảm,감정을 표현하다,"biểu hiện tình cảm"
Trung cấp 4,B3 - Tình cảm,감정을 드러내다,"bộc lộ, bày tỏ tình cảm"
Trung cấp 4,B3 - Tình cảm,감정을 억누르다,"kìm nén tình cảm"
Trung cấp 4,B3 - Tình cảm,감정이 풍부하다,"tình cảm phong phú"
Trung cấp 4,B3 - Tình cảm,화를 내다,"nổi cáu"
Trung cấp 4,B3 - Tình cảm,화를 풀다,"nguôi giận"
Trung cấp 4,B4 - Thông tin sinh hoạt,의식주,"ăn mặc ở"
Trung cấp 4,B4 - Thông tin sinh hoạt,물가,"vật giá"
Trung cấp 4,B4 - Thông tin sinh hoạt,생활 정보지/신문,"báo/ tạp chí thông tin sinh hoạt"
Trung cấp 4,B4 - Thông tin sinh hoạt,구입,"mua vào"
Trung cấp 4,B4 - Thông tin sinh hoạt,구매,"mua"
Trung cấp 4,B4 - Thông tin sinh hoạt,매매,"mua bán"
Trung cấp 4,B4 - Thông tin sinh hoạt,세면도구 생활필수품,"sản phẩm, dụng cụ dùng cho việc tắm rửa vệ đồ sinh hoạt thiết yếu sinh(xà phòng, khăn, dầu gôi...)"
Trung cấp 4,B4 - Thông tin sinh hoạt,주방용품,"đồ dùng trong nhà bếp"
Trung cấp 4,B4 - Thông tin sinh hoạt,대형 마트,"siêu thị lớn"
Trung cấp 4,B4 - Thông tin sinh hoạt,할인 매장,"khu bán đồ giảm giá"
Trung cấp 4,B4 - Thông tin sinh hoạt,재래시장,"chợ truyền thống, cổ truyền"
Trung cấp 4,B4 - Thông tin sinh hoạt,장바구니,"giỏ hàng"
Trung cấp 4,B4 - Thông tin sinh hoạt,벼룩시장,"chợ trời"
Trung cấp 4,B4 - Thông tin sinh hoạt,중고품,"đồ cũ, đồ đã qua sử dụng"
Trung cấp 4,B4 - Thông tin sinh hoạt,덤을 주다,"cho thêm"
Trung cấp 4,B4 - Thông tin sinh hoạt,흥정하다,"trả giá, mặc cả"
Trung cấp 4,B4 - Thông tin sinh hoạt,주문하다,"đặt hàng"
Trung cấp 4,B4 - Thông tin sinh hoạt,퀵서비스,"dịch vụ chuyển hàng nhanh"
Trung cấp 4,B4 - Thông tin sinh hoạt,택배,"giao hàng tận nhà"
Trung cấp 4,B4 - Thông tin sinh hoạt,배송,"giao hàng tận nhà"
Trung cấp 4,B4 - Thông tin sinh hoạt,관리 사무소,"văn phòng ban quản lý"
Trung cấp 4,B4 - Thông tin sinh hoạt,관리비,"phí quản lý"
Trung cấp 4,B4 - Thông tin sinh hoạt,경비실,"phòng bảo vệ"
Trung cấp 4,B4 - Thông tin sinh hoạt,가스 요금,"tiến ga"
Trung cấp 4,B4 - Thông tin sinh hoạt,수도 요금,"tiến nước"
Trung cấp 4,B4 - Thông tin sinh hoạt,전기 요금,"tiến điện"
Trung cấp 4,B4 - Thông tin sinh hoạt,쓰레기 분리 배출,"gom rác theo từng loại"
Trung cấp 4,B4 - Thông tin sinh hoạt,종량제 봉투,"túi/bao đựng rác theo quy chế tự giảm lượng rác"
Trung cấp 4,B4 - Thông tin sinh hoạt,재활용 쓰레기,"rác để tái chế"
Trung cấp 4,B4 - Thông tin sinh hoạt,단수,"cắt nước"
Trung cấp 4,B4 - Thông tin sinh hoạt,정전,"cắt điện"
Trung cấp 4,B4 - Thông tin sinh hoạt,난방,"phòng có hệ thống sưởi"
Trung cấp 4,B4 - Thông tin sinh hoạt,증명사진,"ảnh thẻ, ảnh chứng minh thư"
Trung cấp 4,B4 - Thông tin sinh hoạt,구청,"chính quyền khu vực"
Trung cấp 4,B4 - Thông tin sinh hoạt,출입국관리사무소,"phòng cảnh quản lý xuất nhập"
Trung cấp 4,B4 - Thông tin sinh hoạt,구비 서류,"giấy tờ cần thiết (cho việc làm thủ tục, tiến trình nào đó)"
Trung cấp 4,B4 - Thông tin sinh hoạt,주민 센터,"trung tâm cư trú"
Trung cấp 4,B4 - Thông tin sinh hoạt,(증명서) 발급,"cấp/phát (giấy chứng nhận)"
Trung cấp 4,B4 - Thông tin sinh hoạt,외국인 등록증,"thẻ chứng nhận người nước ngoài"
Trung cấp 4,B4 - Thông tin sinh hoạt,외국인지원센터,"trung tâm hỗ trợ người nước ngoài"
Trung cấp 4,B4 - Thông tin sinh hoạt,긴급 전화,"điện thoại khẩn"
Trung cấp 4,B4 - Thông tin sinh hoạt,신고,"khai báo"
Trung cấp 4,B4 - Thông tin sinh hoạt,전화 개통,"hòa mạng điện thoại"
Trung cấp 4,B4 - Thông tin sinh hoạt,응급 환자,"bệnh nhân cấp cứu"
Trung cấp 4,B4 - Thông tin sinh hoạt,구조 요청,"yêu cầu cứu trợ"
Trung cấp 4,B4 - Thông tin sinh hoạt,복사,"phô tô"
Trung cấp 4,B5 - Xin việc,공고문,"bản thông cáo"
Trung cấp 4,B5 - Xin việc,채용 정보,"thông tin tuyển dụng"
Trung cấp 4,B5 - Xin việc,전형 일정,"lịch trình mẫu"
Trung cấp 4,B5 - Xin việc,직종,"loại công việc, loại nghề nghiệp"
Trung cấp 4,B5 - Xin việc,정규 사원,"nhân viên chính thức"
Trung cấp 4,B5 - Xin việc,인턴사원 (수습사원),"nhân viên thử việc"
Trung cấp 4,B5 - Xin việc,신입 사원,"nhân viên mới"
Trung cấp 4,B5 - Xin việc,경력 사원,"nhân viên lâu năm, nhân viên có kinh nghiệm"
Trung cấp 4,B5 - Xin việc,사무직,"công việc hành chính"
Trung cấp 4,B5 - Xin việc,전문직,"công việc chuyên môn"
Trung cấp 4,B5 - Xin việc,기능직,"công việc kỹ thuật"
Trung cấp 4,B5 - Xin việc,영업직,"công việc kinh doanh"
Trung cấp 4,B5 - Xin việc,취업,"xin việc"
Trung cấp 4,B5 - Xin việc,입사,"vào công ty"
Trung cấp 4,B5 - Xin việc,문서 작성,"soạn công văn"
Trung cấp 4,B5 - Xin việc,업무 보조,"hỗ trợ nghiệp vụ"
Trung cấp 4,B5 - Xin việc,이력서,"lý lịch"
Trung cấp 4,B5 - Xin việc,지원서,"đơn xin việc, đơn xin"
Trung cấp 4,B5 - Xin việc,졸업 증명서,"giấy chứng nhận tốt nghiệp, bằng tốt nghiệp"
Trung cấp 4,B5 - Xin việc,성적 증명서,"bảng điểm, bảng thành tích"
Trung cấp 4,B5 - Xin việc,경력 증명서,"giấy chứng nhận kinh nghiệm"
Trung cấp 4,B5 - Xin việc,자기소개서,"bản giới thiệu bản thân"
Trung cấp 4,B5 - Xin việc,추천서,"giấy tiến cử"
Trung cấp 4,B5 - Xin việc,학력,"học lực"
Trung cấp 4,B5 - Xin việc,경력,"kinh nghiệm, năng lực"
Trung cấp 4,B5 - Xin việc,적성,"khả năng, năng khiếu, sở trường"
Trung cấp 4,B5 - Xin việc,지원 동기,"động cơ xin việc"
Trung cấp 4,B5 - Xin việc,적성에 맞다,"phù hợp với khả năng, phù hợp với sở trường"
Trung cấp 4,B5 - Xin việc,자격증을 따다,"lấy được giấy chứng nhận"
Trung cấp 4,B5 - Xin việc,인터넷 접수,"nhận đơn qua mạng"
Trung cấp 4,B5 - Xin việc,방문 접수,"nhận đơn trực tiếp"
Trung cấp 4,B5 - Xin việc,우편 접수,"nhận đơn qua đường bưu điện"
Trung cấp 4,B5 - Xin việc,합격자 발표,"thông báo trúng tuyến"
Trung cấp 4,B5 - Xin việc,제출 서류,"giấy tờ / hồ sơ cần nộp"
Trung cấp 4,B5 - Xin việc,서류 마감,"hết hạn hồ sơ"
Trung cấp 4,B5 - Xin việc,지원서를 쓰다,"viết đơn xin việc"
Trung cấp 4,B5 - Xin việc,서류를 접수하다,"thu hồ sơ"
Trung cấp 4,B5 - Xin việc,필기시험을 보다,"thi viết"
Trung cấp 4,B5 - Xin việc,면접시험을 보다,"thi vấn đáp"
Trung cấp 4,B6 - Hư hỏng,전원,"nguồn điện"
Trung cấp 4,B6 - Hư hỏng,버튼,"cái nút, nút bấm"
Trung cấp 4,B6 - Hư hỏng,스위치,"công tắc"
Trung cấp 4,B6 - Hư hỏng,부품,"phụ tùng"
Trung cấp 4,B6 - Hư hỏng,건전지 / 배터리,"pin / ắc quy"
Trung cấp 4,B6 - Hư hỏng,콘센트,"ổ cắm điện"
Trung cấp 4,B6 - Hư hỏng,플러그,"phích cắm điện"
Trung cấp 4,B6 - Hư hỏng,리모컨,"remote, cái điều khiển từ xa"
Trung cấp 4,B6 - Hư hỏng,화면,"màn hình"
Trung cấp 4,B6 - Hư hỏng,안테나,"ăng-ten"
Trung cấp 4,B6 - Hư hỏng,휴대전화가 꺼지다,"điện thoại bị tắt"
Trung cấp 4,B6 - Hư hỏng,전기가 끊기다,"bị ngắt điện"
Trung cấp 4,B6 - Hư hỏng,불이 안 켜지다,"đèn không bật sáng"
Trung cấp 4,B6 - Hư hỏng,문이 안 잠기다,"cửa không khoá được"
Trung cấp 4,B6 - Hư hỏng,버튼이 안 눌러지다,"nút không ấn được"
Trung cấp 4,B6 - Hư hỏng,부품을 바꾸다,"thay phụ tùng"
Trung cấp 4,B6 - Hư hỏng,창문이 깨지다,"cửa số bị vỡ"
Trung cấp 4,B6 - Hư hỏng,화면이 흔들리다,"màn hình bị rung"
Trung cấp 4,B6 - Hư hỏng,못이 빠지다,"rơi mất vít/ đinh"
Trung cấp 4,B6 - Hư hỏng,배터리가 다 되다,"hết pin"
Trung cấp 4,B6 - Hư hỏng,나사가 풀리다,"vặn ốc vít"
Trung cấp 4,B6 - Hư hỏng,안테나가 부러지다,"bị gãy ăng ten"
Trung cấp 4,B6 - Hư hỏng,전원이 나가다,"điện nguồn bị tắt"
Trung cấp 4,B6 - Hư hỏng,전원이 들어오다,"có điện nguồn"
Trung cấp 4,B6 - Hư hỏng,맡기다,"giao (cho ai đó làm gì đó)"
Trung cấp 4,B6 - Hư hỏng,수리하다,"sửa chữa"
Trung cấp 4,B6 - Hư hỏng,고치다,"sửa chữa"
Trung cấp 4,B6 - Hư hỏng,갈다 / 갈아 끼우다,"thay / thay vào"
Trung cấp 4,B6 - Hư hỏng,충전하다,"sạc điện, sạc pin"
Trung cấp 4,B6 - Hư hỏng,작동하다,"tác động, khởi động"
Trung cấp 4,B6 - Hư hỏng,A/S 센터 (수리 센터),"trung tâm bảo hành (trung tâm sửa chữa)"
Trung cấp 4,B6 - Hư hỏng,A/S를 받다,"được bảo hành"
Trung cấp 4,B6 - Hư hỏng,제품 설명서,"bản hướng dẫn sử dụng sản phẩm"
Trung cấp 4,B6 - Hư hỏng,품질보증서,"phiếu đảm bảo chất lượng, giấy chứng nhận chất lượng"
Trung cấp 4,B6 - Hư hỏng,상담원,"nhân viên tư vấn"
Trung cấp 4,B6 - Hư hỏng,수리 기사,"người đi sửa chữa"
Trung cấp 4,B6 - Hư hỏng,무상 수리,"sửa chữa miễn phí"
Trung cấp 4,B6 - Hư hỏng,출장 수리,"sửa chữa lưu động"
Trung cấp 4,B6 - Hư hỏng,수리비,"phí sửa chữa"
Trung cấp 4,B6 - Hư hỏng,모델명,"Tên sản phẩm, kiểu sản phẩm"
Trung cấp 4,B7 - Lễ Tết,세배를 하다,"lạy chào ngày Tết"
Trung cấp 4,B7 - Lễ Tết,덕담을 하다,"cầu chúc những lời tốt đẹp"
Trung cấp 4,B7 - Lễ Tết,떡국을 먹다,"ăn Tteokguk"
Trung cấp 4,B7 - Lễ Tết,세뱃돈,"tiền lì xì"
Trung cấp 4,B7 - Lễ Tết,설빔을 입다,"mặc quần áo Tết"
Trung cấp 4,B7 - Lễ Tết,새해 복 많이 받으세요,"Chúc năm mới nhiều hạnh phúc."
Trung cấp 4,B7 - Lễ Tết,소원 성취 하세요,"cầu chúc(bạn) đạt được mọi điều mong ước"
Trung cấp 4,B7 - Lễ Tết,차례를 지내다,"làm lễ cúng tổ tiên"
Trung cấp 4,B7 - Lễ Tết,송편을 빚다,"nặn bánh Songpyeon"
Trung cấp 4,B7 - Lễ Tết,만수무강하세요. / 오래 사세요,"cầu chúc (ông, bà) sống trường thọ."
Trung cấp 4,B7 - Lễ Tết,올 한 해도 건강하세요,"Chúc mạnh khoẻ cả năm."
Trung cấp 4,B7 - Lễ Tết,벌초를 하다,"tảo mộ, làm cỏ quanh khu mộ"
Trung cấp 4,B7 - Lễ Tết,성묘를 가다,"đi viếng mộ"
Trung cấp 4,B7 - Lễ Tết,추수를 하다,"thu hoạch"
Trung cấp 4,B7 - Lễ Tết,보름달,"trăng rằm"
Trung cấp 4,B7 - Lễ Tết,햅쌀,"gạo mới"
Trung cấp 4,B7 - Lễ Tết,햇과일,"hoa quả mới"
Trung cấp 4,B7 - Lễ Tết,햇곡식,"ngũ cốc mới"
Trung cấp 4,B7 - Lễ Tết,명절을 쇠다,"đón mừng Lễ Tết"
Trung cấp 4,B7 - Lễ Tết,웃어른을 찾아뵙다,"đến thăm người lớn"
Trung cấp 4,B7 - Lễ Tết,세시 풍속,"phong tục ngày Tết"
Trung cấp 4,B7 - Lễ Tết,황금연휴,"những ngày nghỉ hoàn kim (ví dụ nói về những ngày nghỉ dài ngày)"
Trung cấp 4,B7 - Lễ Tết,귀성객,"khách về quê"
Trung cấp 4,B7 - Lễ Tết,민족대이동,"cả dân tộc di chuyển"
Trung cấp 4,B7 - Lễ Tết,명절 증후군,"hội chứng ngày lễ"
Trung cấp 4,B7 - Lễ Tết,민속놀이,"Trò chơi dân gian"
Trung cấp 4,B7 - Lễ Tết,윷놀이,"Yutnori (một trò chơi ngày Tết)"
Trung cấp 4,B7 - Lễ Tết,연날리기,"thả diều"
Trung cấp 4,B7 - Lễ Tết,팽이치기,"chơi quay vụ"
Trung cấp 4,B7 - Lễ Tết,제기차기,"chơi đá cầu"
Trung cấp 4,B7 - Lễ Tết,강강술래,"Ganggangsullae (hát múa dưới trăng rằm)"
Trung cấp 4,B7 - Lễ Tết,널뛰기,"chơi bập bênh"
Trung cấp 4,B7 - Lễ Tết,씨름,"đấu vật"
Trung cấp 4,B7 - Lễ Tết,줄다리기,"chơi kéo co"
Trung cấp 4,B7 - Lễ Tết,그네뛰기,"chơi đánh đu"
Trung cấp 4,B8 - Giải trí,레포츠,"thể thao giải trí"
Trung cấp 4,B8 - Giải trí,동호회,"hội nhóm người cùng sở thích"
Trung cấp 4,B8 - Giải trí,체험,"trải nghiệm"
Trung cấp 4,B8 - Giải trí,사회 활동,"hoạt động xã hội"
Trung cấp 4,B8 - Giải trí,관람,"xem"
Trung cấp 4,B8 - Giải trí,휴식,"nghỉ ngơi"
Trung cấp 4,B8 - Giải trí,여가 활동을 즐기다,"thưởng thức hoạt động giải trí"
Trung cấp 4,B8 - Giải trí,취미 활동을 하다,"hoạt động sở thích"
Trung cấp 4,B8 - Giải trí,문화생활을 하다,"hoạt động văn hoá"
Trung cấp 4,B8 - Giải trí,여가 시설,"thiết bị giải trí"
Trung cấp 4,B8 - Giải trí,여가 문화,"văn hoá giải trí"
Trung cấp 4,B8 - Giải trí,여가를 즐기다,"tận hưởng thời gian nghỉ ngơi"
Trung cấp 4,B8 - Giải trí,휴식을 취하다,"nghỉ ngơi (động từ)"
Trung cấp 4,B8 - Giải trí,여가 시간을 보내다,"dùng thời gian giải trí"
Trung cấp 4,B8 - Giải trí,시간을 내다,"dành thời gian"
Trung cấp 4,B8 - Giải trí,투자하다,"đầu tư"
Trung cấp 4,B8 - Giải trí,창의적,"một sáng kiến, có tính sáng tạo"
Trung cấp 4,B8 - Giải trí,정신적,"về mặt tinh thần"
Trung cấp 4,B8 - Giải trí,활기차다,"đầy sinh khí, sôi động"
Trung cấp 4,B8 - Giải trí,재충전하다,"sạc pin lại, làm mới, tiếp sức"
Trung cấp 4,B8 - Giải trí,활력소가 되다,"thành yếu tố thúc đẩy"
Trung cấp 4,B8 - Giải trí,활력을 주다,"cho thêm sinh khí"
Trung cấp 4,B8 - Giải trí,자기 계발,"phát triển bản thân"
Trung cấp 4,B8 - Giải trí,체력을 키우다,"nuôi dưỡng thể lực"
Trung cấp 4,B8 - Giải trí,알차다,"có ý nghĩa, có lợi, có ích"
Trung cấp 4,B8 - Giải trí,활용하다,"dùng, áp dụng"
Trung cấp 4,B9 - Chỗ làm,입사,"vào công ty"
Trung cấp 4,B9 - Chỗ làm,퇴사,"ra khỏi công ty"
Trung cấp 4,B9 - Chỗ làm,승진,"thăng tiến"
Trung cấp 4,B9 - Chỗ làm,출장,"đi công tác"
Trung cấp 4,B9 - Chỗ làm,전근,"chuyển chỗ làm"
Trung cấp 4,B9 - Chỗ làm,이직,"chuyển công việc"
Trung cấp 4,B9 - Chỗ làm,(회사를) 옮기다,"chuyển công ty"
Trung cấp 4,B9 - Chỗ làm,(회사를) 그만두다,"thôi việc (ở công ty)"
Trung cấp 4,B9 - Chỗ làm,정년퇴직,"về hưu theo tuổi"
Trung cấp 4,B9 - Chỗ làm,사직서,"đơn thôi việc"
Trung cấp 4,B9 - Chỗ làm,퇴직금,"lương hưu trí, trợ cấp thôi việc"
Trung cấp 4,B9 - Chỗ làm,출근,"đi làm"
Trung cấp 4,B9 - Chỗ làm,퇴근,"tan sở, tan tầm"
Trung cấp 4,B9 - Chỗ làm,외근,"làm việc ở nggoài"
Trung cấp 4,B9 - Chỗ làm,결근,"vắng làm, nghỉ làm"
Trung cấp 4,B9 - Chỗ làm,조퇴,"về sớm"
Trung cấp 4,B9 - Chỗ làm,야근,"làm đêm"
Trung cấp 4,B9 - Chỗ làm,근무시간,"giờ làm việc"
Trung cấp 4,B9 - Chỗ làm,지각,"đi trễ"
Trung cấp 4,B9 - Chỗ làm,상사,"cấp trên"
Trung cấp 4,B9 - Chỗ làm,부하 직원,"nhân viên cấp dưới"
Trung cấp 4,B9 - Chỗ làm,동료,"đồng nghiệp"
Trung cấp 4,B9 - Chỗ làm,연봉,"lương năm"
Trung cấp 4,B9 - Chỗ làm,월급,"lương tháng"
Trung cấp 4,B9 - Chỗ làm,대기업,"doanh nghiệp lớn"
Trung cấp 4,B9 - Chỗ làm,중소기업,"doanh nghiệp vừa và nhỏ"
Trung cấp 4,B9 - Chỗ làm,무역 회사,"công ty thương mại"
Trung cấp 4,B9 - Chỗ làm,건설 회사,"công ty xây dựng"
Trung cấp 4,B9 - Chỗ làm,자동차 회사,"công ty xe hơi, công ty xe ô tô"
Trung cấp 4,B9 - Chỗ làm,증권회사,"công ty chứng khoán"
Trung cấp 4,B9 - Chỗ làm,보험회사,"công ty bảo hiểm"
Trung cấp 4,B9 - Chỗ làm,IT 회사,"công ty IT (công nghệ thông tin)"
Trung cấp 4,B9 - Chỗ làm,가전제품 회사,"công ty điện gia dụng"
Trung cấp 4,B9 - Chỗ làm,총무부,"Phòng hành chính tổng hợp"
Trung cấp 4,B9 - Chỗ làm,수당,"phụ cấp"
Trung cấp 4,B9 - Chỗ làm,보너스,"bonus (thưởng thêm)"
Trung cấp 4,B9 - Chỗ làm,경리부,"phòng kế toán"
Trung cấp 4,B9 - Chỗ làm,인사부,"phòng nhân sự"
Trung cấp 4,B9 - Chỗ làm,업무부,"phòng nghiệp vụ"
Trung cấp 4,B9 - Chỗ làm,무역부,"phòng thương mại"
Trung cấp 4,B9 - Chỗ làm,회장,"chủ tịch"
Trung cấp 4,B9 - Chỗ làm,사장,"giám đốc"
Trung cấp 4,B9 - Chỗ làm,부사장,"phó giám đốc"
Trung cấp 4,B9 - Chỗ làm,전무,"chánh văn phòng"
Trung cấp 4,B9 - Chỗ làm,상무,"Giám đốc thương mại"
Trung cấp 4,B9 - Chỗ làm,이사,"thành viên ban giám đốc"
Trung cấp 4,B9 - Chỗ làm,부장,"trưởng phòng"
Trung cấp 4,B9 - Chỗ làm,차장,"tổ trưởng"
Trung cấp 4,B9 - Chỗ làm,과장,"trưởng ban"
Trung cấp 4,B9 - Chỗ làm,대리,"trưởng nhóm"
Trung cấp 4,B9 - Chỗ làm,사원,"nhân viên"
Trung cấp 4,B9 - Chỗ làm,영업부,"phòng kinh doanh"
Trung cấp 4,B9 - Chỗ làm,품질관리부,"phòng quản lý chất lượng sản phẩm"
Trung cấp 4,B9 - Chỗ làm,생산부,"phòng sản xuất"
Trung cấp 4,B9 - Chỗ làm,스트레스를 받다,"bị căng thẳng (stress)"
Trung cấp 4,B9 - Chỗ làm,스트레스를 주다,"gây stress"
Trung cấp 4,B9 - Chỗ làm,스트레스를 풀다,"giải toả stress"
Trung cấp 4,B9 - Chỗ làm,스트레스가 쌓이다,"dồn nén stress"
Trung cấp 4,B9 - Chỗ làm,스트레스가 풀리다,"căng thẳng được giải toả"
Trung cấp 4,B9 - Chỗ làm,경의를 표하다,"thể hiện sự kính trọng"
Trung cấp 4,B9 - Chỗ làm,구내식당,"nhà ăn trong công ty"
Trung cấp 4,B9 - Chỗ làm,또래,"cùng trang lứa"
