pack_category,pack_name,korean,translation
Sơ cấp 2,B3 - Mua sắm,편하다,"thoải mái"
Sơ cấp 2,B3 - Mua sắm,불편하다,"không thoải mái"
Sơ cấp 2,B4 - Bệnh viện,이마,"trán"
Sơ cấp 2,B4 - Bệnh viện,머리,"đầu"
Sơ cấp 2,B4 - Bệnh viện,눈썹,"lông mày"
Sơ cấp 2,B4 - Bệnh viện,눈,"mắt"
Sơ cấp 2,B4 - Bệnh viện,귀,"tai"
Sơ cấp 2,B4 - Bệnh viện,입,"miệng"
Sơ cấp 2,B4 - Bệnh viện,입술,"môi"
Sơ cấp 2,B4 - Bệnh viện,코,"mũi"
Sơ cấp 2,B4 - Bệnh viện,턱,"cằm"
Sơ cấp 2,B4 - Bệnh viện,어깨,"vai"
Sơ cấp 2,B4 - Bệnh viện,목,"cổ"
Sơ cấp 2,B4 - Bệnh viện,가슴,"ngực"
Sơ cấp 2,B4 - Bệnh viện,손가락,"ngón tay"
Sơ cấp 2,B4 - Bệnh viện,팔,"cánh tay"
Sơ cấp 2,B4 - Bệnh viện,배,"bụng"
Sơ cấp 2,B4 - Bệnh viện,등,"lưng"
Sơ cấp 2,B4 - Bệnh viện,손,"tay"
Sơ cấp 2,B4 - Bệnh viện,허리,"eo"
Sơ cấp 2,B4 - Bệnh viện,엉덩이,"mông"
Sơ cấp 2,B4 - Bệnh viện,무릎,"đầu gối"
Sơ cấp 2,B4 - Bệnh viện,다리,"chân"
Sơ cấp 2,B4 - Bệnh viện,발,"bàn chân"
Sơ cấp 2,B4 - Bệnh viện,종아리,"bắp chân"
Sơ cấp 2,B4 - Bệnh viện,발가락,"ngón chân"
Sơ cấp 2,B4 - Bệnh viện,발목,"mắt cá chân"
Sơ cấp 2,B4 - Bệnh viện,감기에 걸리다,"bị cảm"
Sơ cấp 2,B4 - Bệnh viện,독감에 걸리다,"bị cúm"
Sơ cấp 2,B4 - Bệnh viện,기침하다,"ho"
Sơ cấp 2,B4 - Bệnh viện,열이 나다,"sốt"
Sơ cấp 2,B4 - Bệnh viện,콧물이 나오다,"sổ mũi"
Sơ cấp 2,B4 - Bệnh viện,배탈이 나다,"rối loạn tiêu hóa"
Sơ cấp 2,B4 - Bệnh viện,소화가 안 되다,"khó tiêu"
Sơ cấp 2,B4 - Bệnh viện,다치다,"bị thương"
Sơ cấp 2,B4 - Bệnh viện,상처가 나다,"có vết thương"
Sơ cấp 2,B4 - Bệnh viện,피가 나다,"chảy máu"
Sơ cấp 2,B4 - Bệnh viện,심하다,"nặng"
Sơ cấp 2,B4 - Bệnh viện,두통,"đau đầu"
Sơ cấp 2,B4 - Bệnh viện,치통,"đau răng"
Sơ cấp 2,B4 - Bệnh viện,복통,"đau bụng"
Sơ cấp 2,B4 - Bệnh viện,진통제,"thuốc giảm đau"
Sơ cấp 2,B4 - Bệnh viện,소화제,"thuốc tiêu hóa"
Sơ cấp 2,B4 - Bệnh viện,해열제,"thuốc hạ sốt"
Sơ cấp 2,B4 - Bệnh viện,알약,"thuốc viên"
Sơ cấp 2,B4 - Bệnh viện,가루약,"thuốc bột"
Sơ cấp 2,B4 - Bệnh viện,물약,"thuốc nước"
Sơ cấp 2,B4 - Bệnh viện,어떻게 오셨습니까?,"Tôi có thể giúp gì cho anh?"
Sơ cấp 2,B4 - Bệnh viện,어디가 아프십니까?,"Anh đau ở đâu?"
Sơ cấp 2,B4 - Bệnh viện,어떻게 아프십니까?,"Anh đau thế nào?"
Sơ cấp 2,B4 - Bệnh viện,증상이 어떻습니까?,"Triệu chứng của anh thế nào?"
Sơ cấp 2,B4 - Bệnh viện,내과,"khoa nội"
Sơ cấp 2,B4 - Bệnh viện,외과,"khoa ngoại"
Sơ cấp 2,B4 - Bệnh viện,소아과,"khoa nhi"
Sơ cấp 2,B4 - Bệnh viện,이비인후과,"khoa tai mũi họng"
Sơ cấp 2,B4 - Bệnh viện,안과,"khoa mắt"
Sơ cấp 2,B4 - Bệnh viện,치과,"khoa răng"
Sơ cấp 2,B4 - Bệnh viện,예방주사,"tiêm phòng"
Sơ cấp 2,B4 - Bệnh viện,주사를 맞다,"tiêm"
Sơ cấp 2,B4 - Bệnh viện,처방하다,"kê đơn thuốc"
Sơ cấp 2,B5 - Thư,편지,"thư"
Sơ cấp 2,B5 - Thư,엽서,"bưu thiếp"
Sơ cấp 2,B5 - Thư,카드,"thiệp"
Sơ cấp 2,B5 - Thư,주소,"địa chỉ"
Sơ cấp 2,B5 - Thư,우편번호,"mã bưu chính"
Sơ cấp 2,B5 - Thư,소포,"bưu kiện"
Sơ cấp 2,B5 - Thư,봉투,"phong bì"
Sơ cấp 2,B5 - Thư,우표,"tem"
Sơ cấp 2,B5 - Thư,빠른우편,"chuyển phát nhanh"
Sơ cấp 2,B5 - Thư,등기,"thư bảo đảm"
Sơ cấp 2,B5 - Thư,귀하,"quý khách"
Sơ cấp 2,B5 - Thư,올림,"kính thư"
Sơ cấp 2,B5 - Thư,드림,"kính thư"
Sơ cấp 2,B5 - Thư,항공편,"thư đường hàng không"
Sơ cấp 2,B5 - Thư,그리고,"và"
Sơ cấp 2,B5 - Thư,그러나,"tuy nhiên"
Sơ cấp 2,B5 - Thư,하지만,"nhưng"
Sơ cấp 2,B5 - Thư,그렇지만,"thế nhưng"
Sơ cấp 2,B5 - Thư,그런데,"tuy vậy"
Sơ cấp 2,B5 - Thư,그래서,"vì vậy"
Sơ cấp 2,B5 - Thư,그러면,"vậy thì"
Sơ cấp 2,B5 - Thư,그럼,"thế thì"
Sơ cấp 2,B5 - Thư,편지를 보내다,"gửi thư"
Sơ cấp 2,B5 - Thư,소포를 부치다,"gửi bưu kiện"
Sơ cấp 2,B5 - Thư,엽서를 보내다,"gửi bưu thiếp"
Sơ cấp 2,B5 - Thư,카드를 부치다,"gửi thiệp"
Sơ cấp 2,B5 - Thư,우표를 붙이다,"dán tem"
Sơ cấp 2,B6 - Giao thông,시내버스,"xe buýt nội thành"
Sơ cấp 2,B6 - Giao thông,시외버스,"xe buýt ngoại thành"
Sơ cấp 2,B6 - Giao thông,마을버스,"xe buýt tuyến ngắn"
Sơ cấp 2,B6 - Giao thông,셔틀버스,"xe buýt tuyến nội bộ"
Sơ cấp 2,B6 - Giao thông,일반 택시,"taxi thường"
Sơ cấp 2,B6 - Giao thông,콜택시,"taxi gọi tổng đài"
Sơ cấp 2,B6 - Giao thông,모범택시,"taxi cao cấp"
Sơ cấp 2,B6 - Giao thông,리무진 택시,"taxi loại lớn"
Sơ cấp 2,B6 - Giao thông,출구,"cổng ra"
Sơ cấp 2,B6 - Giao thông,호선,"đường tàu số"
Sơ cấp 2,B6 - Giao thông,환승역,"ga trung chuyển"
Sơ cấp 2,B6 - Giao thông,갈아타는 곳,"nơi đổi tuyến"
Sơ cấp 2,B6 - Giao thông,방면,"hướng"
Sơ cấp 2,B6 - Giao thông,행,"đi"
Sơ cấp 2,B6 - Giao thông,모퉁이,"góc đường"
Sơ cấp 2,B6 - Giao thông,교통카드,"thẻ giao thông"
Sơ cấp 2,B6 - Giao thông,건널목,"lối xe lửa đi qua"
Sơ cấp 2,B6 - Giao thông,기본요금,"phí cơ bản"
Sơ cấp 2,B6 - Giao thông,삼거리,"ngã ba"
Sơ cấp 2,B6 - Giao thông,노선도,"bản đồ lộ trình"
Sơ cấp 2,B6 - Giao thông,사거리,"ngã tư"
Sơ cấp 2,B6 - Giao thông,골목,"ngõ, hẻm"
Sơ cấp 2,B6 - Giao thông,버스 전용 도로,"đường dành riêng cho xe buýt"
Sơ cấp 2,B6 - Giao thông,마트,"siêu thị"
Sơ cấp 2,B6 - Giao thông,미용실,"tiệm làm tóc"
Sơ cấp 2,B6 - Giao thông,주유소,"trạm xăng"
Sơ cấp 2,B6 - Giao thông,오른쪽으로 가다,"đi về bên phải"
Sơ cấp 2,B6 - Giao thông,우회전하다,"rẽ phải"
Sơ cấp 2,B6 - Giao thông,왼쪽으로 가다,"đi về bên trái"
Sơ cấp 2,B6 - Giao thông,좌회전하다,"rẽ trái"
Sơ cấp 2,B6 - Giao thông,똑바로 가다,"đi thẳng"
Sơ cấp 2,B6 - Giao thông,직진하다,"đi thẳng"
Sơ cấp 2,B6 - Giao thông,돌아가다,"quay lại"
Sơ cấp 2,B6 - Giao thông,곧장 가다,"đi thẳng"
Sơ cấp 2,B6 - Giao thông,유턴하다,"quay đầu xe"
Sơ cấp 2,B6 - Giao thông,죽 가다,"đi miết"
Sơ cấp 2,B6 - Giao thông,나가다,"đi ra"
Sơ cấp 2,B6 - Giao thông,지나가다,"đi qua"
Sơ cấp 2,B6 - Giao thông,나오다,"ra ngoài"
Sơ cấp 2,B6 - Giao thông,건너가다,"đi băng qua"
Sơ cấp 2,B7 - Điện thoại,국제전화,"điện thoại quốc tế"
Sơ cấp 2,B7 - Điện thoại,시외전화,"điện thoại liên tỉnh"
Sơ cấp 2,B7 - Điện thoại,시내전화,"điện thoại nội hạt"
Sơ cấp 2,B7 - Điện thoại,국가 번호,"mã quốc gia"
Sơ cấp 2,B7 - Điện thoại,지역 번호,"mã khu vực"
Sơ cấp 2,B7 - Điện thoại,통화하다,"nói chuyện điện thoại"
Sơ cấp 2,B7 - Điện thoại,통화 중이다,"đang bận máy"
Sơ cấp 2,B7 - Điện thoại,자리에 없다,"không có trong văn phòng"
Sơ cấp 2,B7 - Điện thoại,연결하다,"kết nối"
Sơ cấp 2,B7 - Điện thoại,메시지를 남기다,"để lại tin nhắn"
Sơ cấp 2,B7 - Điện thoại,번호를 누르다,"bấm số"
Sơ cấp 2,B7 - Điện thoại,별표,"phím sao"
Sơ cấp 2,B7 - Điện thoại,우물 정자,"phím thăng"
Sơ cấp 2,B7 - Điện thoại,문자 메시지가 오다,"có tin nhắn"
Sơ cấp 2,B7 - Điện thoại,전원이 꺼지다,"tắt điện thoại"
Sơ cấp 2,B7 - Điện thoại,문자 메시지를 보내다,"gửi tin nhắn"
Sơ cấp 2,B7 - Điện thoại,전화기를 끄다,"tắt điện thoại"
Sơ cấp 2,B7 - Điện thoại,진동모드,"chế độ rung"
Sơ cấp 2,B7 - Điện thoại,배터리없음,"hết pin"
Sơ cấp 2,B7 - Điện thoại,진동으로 하다,"để chế độ rung"
Sơ cấp 2,B7 - Điện thoại,배터리가 나가다,"hết pin"
Sơ cấp 2,B8 - Phim,멜로 영화,"phim tâm lý xã hội"
Sơ cấp 2,B8 - Phim,공포 영화,"phim kinh dị"
Sơ cấp 2,B8 - Phim,에스에프 영화,"phim khoa học viễn tưởng"
Sơ cấp 2,B8 - Phim,액션 영화,"phim hành động"
Sơ cấp 2,B8 - Phim,코미디 영화,"phim hài"
Sơ cấp 2,B8 - Phim,영화 제목,"tên phim"
Sơ cấp 2,B8 - Phim,영화감독,"đạo diễn phim"
Sơ cấp 2,B8 - Phim,영화배우,"diễn viên"
Sơ cấp 2,B8 - Phim,팬,"người hâm mộ"
Sơ cấp 2,B8 - Phim,연기하다,"diễn xuất"
Sơ cấp 2,B8 - Phim,상영하다,"trình chiếu"
Sơ cấp 2,B8 - Phim,매표소,"nơi bán vé"
Sơ cấp 2,B8 - Phim,영화 표,"vé xem phim"
Sơ cấp 2,B8 - Phim,기쁘다,"vui, mừng"
Sơ cấp 2,B8 - Phim,슬프다,"buồn"
Sơ cấp 2,B8 - Phim,행복하다,"hạnh phúc"
Sơ cấp 2,B8 - Phim,불행하다,"bất hạnh"
Sơ cấp 2,B8 - Phim,즐겁다,"vui"
Sơ cấp 2,B8 - Phim,지루하다,"buồn tẻ"
Sơ cấp 2,B8 - Phim,외롭다,"cô đơn"
Sơ cấp 2,B8 - Phim,우울하다,"buồn rầu"
Sơ cấp 2,B8 - Phim,심심하다,"buồn chán"
Sơ cấp 2,B8 - Phim,무섭다,"sợ hãi"
Sơ cấp 2,B8 - Phim,놀라다,"ngạc nhiên"
Sơ cấp 2,B8 - Phim,웃기다,"buồn cười"
Sơ cấp 2,B8 - Phim,웃다,"cười"
Sơ cấp 2,B8 - Phim,울다,"khóc"
Sơ cấp 2,B8 - Phim,신나다,"thích thú"
Sơ cấp 2,B8 - Phim,화나다,"giận dữ"
Sơ cấp 2,B8 - Phim,졸리다,"buồn ngủ"
Sơ cấp 2,B8 - Phim,그립다,"nhớ nhung"
Sơ cấp 2,B9 - Ngày nghỉ,공휴일,"ngày lễ"
Sơ cấp 2,B9 - Ngày nghỉ,휴일,"ngày nghỉ"
Sơ cấp 2,B9 - Ngày nghỉ,기념일,"ngày kỷ niệm"
Sơ cấp 2,B9 - Ngày nghỉ,연휴,"nghỉ dài ngày"
Sơ cấp 2,B9 - Ngày nghỉ,여행을 떠나다,"đi du lịch"
Sơ cấp 2,B9 - Ngày nghỉ,소풍을 가다,"đi dã ngoại"
Sơ cấp 2,B9 - Ngày nghỉ,설,"Tết"
Sơ cấp 2,B9 - Ngày nghỉ,추석,"Trung thu"
Sơ cấp 2,B9 - Ngày nghỉ,떡국,"súp bánh tteok"
Sơ cấp 2,B9 - Ngày nghỉ,송편,"bánh songpyeon"
Sơ cấp 2,B9 - Ngày nghỉ,윷놀이,"trò chơi yut"
Sơ cấp 2,B9 - Ngày nghỉ,연날리기,"thả diều"
Sơ cấp 2,B9 - Ngày nghỉ,강강술래,"múa vòng tròn"
Sơ cấp 2,B9 - Ngày nghỉ,씨름,"môn đấu vật"
Sơ cấp 2,B9 - Ngày nghỉ,세배를 하다,"lạy mừng đầu năm"
Sơ cấp 2,B9 - Ngày nghỉ,세뱃돈을 받다,"nhận tiền mừng tuổi"
Sơ cấp 2,B9 - Ngày nghỉ,복을 받다,"được may mắn"
Sơ cấp 2,B9 - Ngày nghỉ,보름달이 뜨다,"trăng rằm lên"
Sơ cấp 2,B9 - Ngày nghỉ,소원을 빌다,"cầu mong"
Sơ cấp 2,B9 - Ngày nghỉ,차례를 지내다,"cúng tổ tiên"
Sơ cấp 2,B9 - Ngày nghỉ,고향에 내려가다,"về quê"
Sơ cấp 2,B10 - Ngoại hình,긴 머리,"tóc dài"
Sơ cấp 2,B10 - Ngoại hình,짧은 머리,"tóc ngắn"
Sơ cấp 2,B10 - Ngoại hình,단발머리,"tóc tém"
Sơ cấp 2,B10 - Ngoại hình,파마머리,"tóc uốn"
Sơ cấp 2,B10 - Ngoại hình,생머리,"tóc tự nhiên"
Sơ cấp 2,B10 - Ngoại hình,날씬하다,"mảnh mai"
Sơ cấp 2,B10 - Ngoại hình,보통이다,"bình thường"
Sơ cấp 2,B10 - Ngoại hình,통통하다,"đầy đặn"
Sơ cấp 2,B10 - Ngoại hình,잘생겼다,"đẹp trai"
Sơ cấp 2,B10 - Ngoại hình,멋있다,"đẹp, phong cách"
Sơ cấp 2,B10 - Ngoại hình,예쁘다,"xinh đẹp"
Sơ cấp 2,B10 - Ngoại hình,귀엽다,"đáng yêu"
Sơ cấp 2,B10 - Ngoại hình,닮다,"giống"
Sơ cấp 2,B10 - Ngoại hình,빨간색,"màu đỏ"
Sơ cấp 2,B10 - Ngoại hình,노란색,"màu vàng"
Sơ cấp 2,B10 - Ngoại hình,파란색,"màu xanh da trời"
Sơ cấp 2,B10 - Ngoại hình,하얀색,"màu trắng"
Sơ cấp 2,B10 - Ngoại hình,까만색,"màu đen"
Sơ cấp 2,B10 - Ngoại hình,녹색,"màu xanh lá cây"
Sơ cấp 2,B10 - Ngoại hình,갈색,"màu nâu"
Sơ cấp 2,B10 - Ngoại hình,입다,"mặc"
Sơ cấp 2,B10 - Ngoại hình,벗다,"cởi ra"
Sơ cấp 2,B10 - Ngoại hình,신다,"đi, mang"
Sơ cấp 2,B10 - Ngoại hình,쓰다,"đội, dùng"
Sơ cấp 2,B10 - Ngoại hình,끼다,"đeo"
Sơ cấp 2,B11 - Du lịch,국내 여행,"du lịch trong nước"
Sơ cấp 2,B11 - Du lịch,배낭여행,"du lịch ba lô"
Sơ cấp 2,B11 - Du lịch,콘도,"chỗ ở tập thể"
Sơ cấp 2,B11 - Du lịch,신혼여행,"tuần trăng mật"
Sơ cấp 2,B11 - Du lịch,여행 상품,"chương trình du lịch"
Sơ cấp 2,B11 - Du lịch,일박 이일,"2 ngày 1 đêm"
Sơ cấp 2,B11 - Du lịch,가족 여행,"du lịch gia đình"
Sơ cấp 2,B11 - Du lịch,호텔,"khách sạn"
Sơ cấp 2,B11 - Du lịch,관광지,"điểm du lịch"
Sơ cấp 2,B11 - Du lịch,해외여행,"du lịch nước ngoài"
Sơ cấp 2,B11 - Du lịch,민박,"ở nhà dân"
Sơ cấp 2,B11 - Du lịch,입장료,"tiền vé vào cửa"
Sơ cấp 2,B11 - Du lịch,여행사,"công ty du lịch"
Sơ cấp 2,B11 - Du lịch,예약,"đặt trước"
Sơ cấp 2,B11 - Du lịch,예매,"đặt mua trước"
Sơ cấp 2,B11 - Du lịch,조식,"bữa sáng"
Sơ cấp 2,B11 - Du lịch,보험,"bảo hiểm"
Sơ cấp 2,B11 - Du lịch,비상약,"thuốc dự phòng"
Sơ cấp 2,B11 - Du lịch,신용카드,"thẻ tín dụng"
Sơ cấp 2,B11 - Du lịch,슬리퍼,"dép lê"
Sơ cấp 2,B11 - Du lịch,세면도구,"đồ rửa mặt"
Sơ cấp 2,B11 - Du lịch,선글라스,"kính râm"
Sơ cấp 2,B11 - Du lịch,카메라,"máy ảnh"
Sơ cấp 2,B11 - Du lịch,환전,"đổi tiền"
Sơ cấp 2,B11 - Du lịch,가방을 싸다,"sắp đồ vào túi"
Sơ cấp 2,B11 - Du lịch,여권을 만들다,"làm hộ chiếu"
Sơ cấp 2,B11 - Du lịch,비행기 표,"vé máy bay"
Sơ cấp 2,B11 - Du lịch,비자를 받다,"nhận visa"
Sơ cấp 2,B12 - Nơi công cộng,도서관,"thư viện"
Sơ cấp 2,B12 - Nơi công cộng,공원,"công viên"
Sơ cấp 2,B12 - Nơi công cộng,미술관,"bảo tàng mỹ thuật"
Sơ cấp 2,B12 - Nơi công cộng,박물관,"bảo tàng"
Sơ cấp 2,B12 - Nơi công cộng,연주회장,"nhà hát"
Sơ cấp 2,B12 - Nơi công cộng,기숙사,"ký túc xá"
Sơ cấp 2,B12 - Nơi công cộng,극장,"rạp chiếu phim"
Sơ cấp 2,B12 - Nơi công cộng,병원,"bệnh viện"
Sơ cấp 2,B12 - Nơi công cộng,질서를 지키다,"giữ trật tự"
Sơ cấp 2,B12 - Nơi công cộng,조용히 하다,"giữ yên lặng"
Sơ cấp 2,B12 - Nơi công cộng,떠들다,"làm ồn"
Sơ cấp 2,B12 - Nơi công cộng,방해하다,"gây cản trở"
Sơ cấp 2,B12 - Nơi công cộng,금연하다,"cấm hút thuốc"
Sơ cấp 2,B12 - Nơi công cộng,손을 대다,"chạm tay"
Sơ cấp 2,B12 - Nơi công cộng,개를 데려가다,"dắt chó theo"
Sơ cấp 2,B12 - Nơi công cộng,공항,"sân bay"
Sơ cấp 2,B13 - Đô thị,인구,"dân số"
Sơ cấp 2,B13 - Đô thị,면적,"diện tích"
Sơ cấp 2,B13 - Đô thị,위치,"vị trí"
Sơ cấp 2,B13 - Đô thị,물가,"vật giá"
Sơ cấp 2,B13 - Đô thị,지역,"vùng, khu vực"
Sơ cấp 2,B13 - Đô thị,중심지,"khu trung tâm"
Sơ cấp 2,B13 - Đô thị,육지,"lục địa"
Sơ cấp 2,B13 - Đô thị,바다,"biển"
Sơ cấp 2,B13 - Đô thị,섬,"đảo"
Sơ cấp 2,B13 - Đô thị,최고,"cao nhất"
Sơ cấp 2,B13 - Đô thị,최대,"lớn nhất"
Sơ cấp 2,B13 - Đô thị,수도,"thủ đô"
Sơ cấp 2,B13 - Đô thị,도시,"thành phố"
Sơ cấp 2,B13 - Đô thị,시골,"nông thôn"
Sơ cấp 2,B13 - Đô thị,공업,"công nghiệp"
Sơ cấp 2,B13 - Đô thị,상업,"thương nghiệp"
Sơ cấp 2,B13 - Đô thị,농업,"nông nghiệp"
Sơ cấp 2,B13 - Đô thị,관광업,"ngành du lịch"
Sơ cấp 2,B13 - Đô thị,유명하다,"nổi tiếng"
Sơ cấp 2,B13 - Đô thị,동,"đông"
Sơ cấp 2,B13 - Đô thị,서,"tây"
Sơ cấp 2,B13 - Đô thị,남,"nam"
Sơ cấp 2,B13 - Đô thị,북,"bắc"
Sơ cấp 2,B13 - Đô thị,경치가 아름답다,"phong cảnh đẹp"
Sơ cấp 2,B13 - Đô thị,역사가 깊다,"lịch sử lâu đời"
Sơ cấp 2,B14 - Kế hoạch,진학,"lên lớp"
Sơ cấp 2,B14 - Kế hoạch,연구자,"nhà nghiên cứu"
Sơ cấp 2,B14 - Kế hoạch,변호사,"luật sư"
Sơ cấp 2,B14 - Kế hoạch,아나운서,"phát thanh viên"
Sơ cấp 2,B14 - Kế hoạch,미용사,"chuyên viên trang điểm"
Sơ cấp 2,B14 - Kế hoạch,경영자,"người kinh doanh"
Sơ cấp 2,B14 - Kế hoạch,주부,"nội trợ"
Sơ cấp 2,B14 - Kế hoạch,유학,"du học"
Sơ cấp 2,B14 - Kế hoạch,어학연수,"học tiếng"
Sơ cấp 2,B14 - Kế hoạch,대학원,"cao học"
Sơ cấp 2,B14 - Kế hoạch,여행사,"công ty du lịch"
Sơ cấp 2,B14 - Kế hoạch,항공사,"hãng hàng không"
Sơ cấp 2,B14 - Kế hoạch,신문사,"tòa soạn báo"
Sơ cấp 2,B14 - Kế hoạch,방송국,"đài truyền hình"
Sơ cấp 2,B14 - Kế hoạch,출판사,"nhà xuất bản"
Sơ cấp 2,B14 - Kế hoạch,호텔,"khách sạn"
Sơ cấp 2,B14 - Kế hoạch,무역 회사,"công ty thương mại"
Sơ cấp 2,B14 - Kế hoạch,건설 회사,"công ty xây dựng"
Sơ cấp 2,B14 - Kế hoạch,계획투자부,"bộ Kế hoạch Đầu tư"
Sơ cấp 2,B14 - Kế hoạch,협력 회사,"công ty liên doanh"
Sơ cấp 2,B14 - Kế hoạch,자문 회사,"công ty tư vấn"
Sơ cấp 2,B14 - Kế hoạch,외국 투자 회사,"công ty đầu tư nước ngoài"
Sơ cấp 2,B14 - Kế hoạch,공사,"công ty quốc doanh"
Sơ cấp 2,B14 - Kế hoạch,합작사,"công ty liên doanh"
Sơ cấp 2,B14 - Kế hoạch,산업 단지,"khu công nghiệp"
Sơ cấp 2,B15 - Cuộc sống ở Hàn Quốc,익숙하다,"quen"
Sơ cấp 2,B15 - Cuộc sống ở Hàn Quốc,적응하다,"thích ứng"
Sơ cấp 2,B15 - Cuộc sống ở Hàn Quốc,익숙해지다,"quen dần"
Sơ cấp 2,B15 - Cuộc sống ở Hàn Quốc,외롭다,"cô đơn"
Sơ cấp 2,B15 - Cuộc sống ở Hàn Quốc,낯설다,"lạ lẫm"
Sơ cấp 2,B15 - Cuộc sống ở Hàn Quốc,불편하다,"bất tiện"
Sơ cấp 2,B15 - Cuộc sống ở Hàn Quốc,외국인 등록증,"thẻ đăng ký người nước ngoài"
Sơ cấp 2,B15 - Cuộc sống ở Hàn Quốc,출입국관리사무소,"Phòng quản lý xuất nhập cảnh"
Sơ cấp 2,B15 - Cuộc sống ở Hàn Quốc,교통카드,"thẻ giao thông"
