pack_category,pack_name,korean,translation
Sơ cấp 1,B3 - Sinh hoạt hằng ngày,작다,"Nhỏ"
Sơ cấp 1,B3 - Sinh hoạt hằng ngày,많다,"Nhiều"
Sơ cấp 1,B3 - Sinh hoạt hằng ngày,적다,"Ít"
Sơ cấp 1,B3 - Sinh hoạt hằng ngày,좋다,"Tốt"
Sơ cấp 1,B3 - Sinh hoạt hằng ngày,나쁘다,"Xấu / Tồi"
Sơ cấp 1,B3 - Sinh hoạt hằng ngày,재미있다,"Hay / Thú vị"
Sơ cấp 1,B3 - Sinh hoạt hằng ngày,재미없다,"Không hay"
Sơ cấp 1,B3 - Sinh hoạt hằng ngày,차,"Trà"
Sơ cấp 1,B3 - Sinh hoạt hằng ngày,빵,"Bánh mì"
Sơ cấp 1,B3 - Sinh hoạt hằng ngày,커피,"Cà phê"
Sơ cấp 1,B3 - Sinh hoạt hằng ngày,우유,"Sữa"
Sơ cấp 1,B3 - Sinh hoạt hằng ngày,영화,"Phim"
Sơ cấp 1,B3 - Sinh hoạt hằng ngày,음악,"Âm nhạc"
Sơ cấp 1,B3 - Sinh hoạt hằng ngày,신문,"Báo"
Sơ cấp 1,B3 - Sinh hoạt hằng ngày,친구,"Bạn bè"
Sơ cấp 1,B3 - Sinh hoạt hằng ngày,무엇,"Cái gì"
Sơ cấp 1,B3 - Sinh hoạt hằng ngày,어디,"Đâu"
Sơ cấp 1,B3 - Sinh hoạt hằng ngày,누구,"Ai"
Sơ cấp 1,B3 - Sinh hoạt hằng ngày,언제,"Khi nào"
Sơ cấp 1,B3 - Sinh hoạt hằng ngày,무슨,"Cái gì (đi kèm danh từ)"
Sơ cấp 1,B3 - Sinh hoạt hằng ngày,어떤,"Như thế nào (đi kèm danh từ)"
Sơ cấp 1,B3 - Sinh hoạt hằng ngày,어느,"Nào (đi kèm danh từ)"
Sơ cấp 1,B3 - Sinh hoạt hằng ngày,왜,"Tại sao"
Sơ cấp 1,B4 - Ngày tháng và Thứ,일요일,"Chủ nhật"
Sơ cấp 1,B4 - Ngày tháng và Thứ,월요일,"Thứ hai"
Sơ cấp 1,B4 - Ngày tháng và Thứ,화요일,"Thứ ba"
Sơ cấp 1,B4 - Ngày tháng và Thứ,수요일,"Thứ tư"
Sơ cấp 1,B4 - Ngày tháng và Thứ,목요일,"Thứ năm"
Sơ cấp 1,B4 - Ngày tháng và Thứ,금요일,"Thứ sáu"
Sơ cấp 1,B4 - Ngày tháng và Thứ,토요일,"Thứ bảy"
Sơ cấp 1,B4 - Ngày tháng và Thứ,일,"Ngày"
Sơ cấp 1,B4 - Ngày tháng và Thứ,월,"Tháng"
Sơ cấp 1,B4 - Ngày tháng và Thứ,년,"Năm"
Sơ cấp 1,B4 - Ngày tháng và Thứ,요일,"Thứ"
Sơ cấp 1,B4 - Ngày tháng và Thứ,영/공,"Không"
Sơ cấp 1,B4 - Ngày tháng và Thứ,일,"Một"
Sơ cấp 1,B4 - Ngày tháng và Thứ,십,"Mười"
Sơ cấp 1,B4 - Ngày tháng và Thứ,백,"Trăm"
Sơ cấp 1,B4 - Ngày tháng và Thứ,천,"Nghìn"
Sơ cấp 1,B4 - Ngày tháng và Thứ,만,"Mười nghìn"
Sơ cấp 1,B4 - Ngày tháng và Thứ,십만,"Trăm nghìn"
Sơ cấp 1,B4 - Ngày tháng và Thứ,백만,"Triệu"
Sơ cấp 1,B4 - Ngày tháng và Thứ,이,"Hai"
Sơ cấp 1,B4 - Ngày tháng và Thứ,삼,"Ba"
Sơ cấp 1,B4 - Ngày tháng và Thứ,사,"Bốn"
Sơ cấp 1,B4 - Ngày tháng và Thứ,오,"Năm"
Sơ cấp 1,B4 - Ngày tháng và Thứ,육,"Sáu"
Sơ cấp 1,B4 - Ngày tháng và Thứ,칠,"Bảy"
Sơ cấp 1,B4 - Ngày tháng và Thứ,팔,"Tám"
Sơ cấp 1,B4 - Ngày tháng và Thứ,구,"Chín"
Sơ cấp 1,B4 - Ngày tháng và Thứ,십일,"Mười một"
Sơ cấp 1,B4 - Ngày tháng và Thứ,십이,"Mười hai"
Sơ cấp 1,B4 - Ngày tháng và Thứ,십삼,"Mười ba"
Sơ cấp 1,B4 - Ngày tháng và Thứ,십사,"Mười bốn"
Sơ cấp 1,B4 - Ngày tháng và Thứ,십오,"Mười lăm"
Sơ cấp 1,B4 - Ngày tháng và Thứ,십육,"Mười sáu"
Sơ cấp 1,B4 - Ngày tháng và Thứ,십칠,"Mười bảy"
Sơ cấp 1,B4 - Ngày tháng và Thứ,십팔,"Mười tám"
Sơ cấp 1,B4 - Ngày tháng và Thứ,십구,"Mười chín"
Sơ cấp 1,B4 - Ngày tháng và Thứ,이십,"Hai mươi"
Sơ cấp 1,B4 - Ngày tháng và Thứ,일월,"Tháng một"
Sơ cấp 1,B4 - Ngày tháng và Thứ,이월,"Tháng hai"
Sơ cấp 1,B4 - Ngày tháng và Thứ,삼월,"Tháng ba"
Sơ cấp 1,B4 - Ngày tháng và Thứ,사월,"Tháng tư"
Sơ cấp 1,B4 - Ngày tháng và Thứ,오월,"Tháng năm"
Sơ cấp 1,B4 - Ngày tháng và Thứ,유월,"Tháng sáu"
Sơ cấp 1,B4 - Ngày tháng và Thứ,칠월,"Tháng bảy"
Sơ cấp 1,B4 - Ngày tháng và Thứ,팔월,"Tháng tám"
Sơ cấp 1,B4 - Ngày tháng và Thứ,구월,"Tháng chín"
Sơ cấp 1,B4 - Ngày tháng và Thứ,시월,"Tháng mười"
Sơ cấp 1,B4 - Ngày tháng và Thứ,십일월,"Tháng mười một"
Sơ cấp 1,B4 - Ngày tháng và Thứ,십이월,"Tháng mười hai"
Sơ cấp 1,B4 - Ngày tháng và Thứ,작년,"Năm trước / Năm ngoái"
Sơ cấp 1,B4 - Ngày tháng và Thứ,올해(금년),"Năm nay"
Sơ cấp 1,B4 - Ngày tháng và Thứ,내년,"Năm sau"
Sơ cấp 1,B4 - Ngày tháng và Thứ,지난달,"Tháng trước"
Sơ cấp 1,B4 - Ngày tháng và Thứ,이번 달,"Tháng này"
Sơ cấp 1,B4 - Ngày tháng và Thứ,다음 달,"Tháng sau"
Sơ cấp 1,B4 - Ngày tháng và Thứ,지난주,"Tuần trước"
Sơ cấp 1,B4 - Ngày tháng và Thứ,이번 주,"Tuần này"
Sơ cấp 1,B4 - Ngày tháng và Thứ,다음 주,"Tuần sau"
Sơ cấp 1,B4 - Ngày tháng và Thứ,평일(주중),"Ngày thường"
Sơ cấp 1,B4 - Ngày tháng và Thứ,주말,"Cuối tuần"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,시간,"Thời gian"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,오전,"Buổi sáng"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,오후,"Buổi chiều"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,낮,"Ban ngày"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,밤,"Ban đêm"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,점심,"Trưa"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,저녁,"Tối"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,새벽,"Sáng sớm"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,아침,"Sáng"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,일어나다,"Thức dậy"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,이를 닦다,"Đánh răng"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,세수하다,"Rửa mặt"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,읽다,"Đọc"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,보다,"Xem"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,다니다,"Đi lại (thường xuyên)"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,배우다,"Học"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,숙제하다,"Làm bài tập"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,청소하다,"Dọn vệ sinh"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,목욕하다,"Tắm"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,출근하다,"Đi làm"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,퇴근하다,"Tan tầm"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,시작하다,"Bắt đầu"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,끝나다,"Kết thúc"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,자다,"Ngủ"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,하나,"Một"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,둘,"Hai"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,셋,"Ba"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,넷,"Bốn"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,다섯,"Năm"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,여섯,"Sáu"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,일곱,"Bảy"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,여덟,"Tám"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,아홉,"Chín"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,열,"Mười"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,열하나,"Mười một"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,열둘,"Mười hai"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,열셋,"Mười ba"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,열넷,"Mười bốn"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,열다섯,"Mười lăm"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,열여섯,"Mười sáu"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,열일곱,"Mười bảy"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,열여덟,"Mười tám"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,열아홉,"Mười chín"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,스물,"Hai mươi"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,서른,"Ba mươi"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,마흔,"Bốn mươi"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,쉰,"Năm mươi"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,예순,"Sáu mươi"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,일흔,"Bảy mươi"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,여든,"Tám mươi"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,아흔,"Chín mươi"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,백,"Một trăm"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,명,"Người"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,사람,"Người"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,시,"Giờ"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,분,"Phút"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,초,"Giây"
Sơ cấp 1,B5 - Sinh hoạt hằng ngày,반,"Rưỡi"
Sơ cấp 1,B6 - Cuối tuần,무슨,"Gì"
Sơ cấp 1,B6 - Cuối tuần,어떤,"Nào"
Sơ cấp 1,B6 - Cuối tuần,어느,"Nào"
Sơ cấp 1,B6 - Cuối tuần,등산하다,"Leo núi"
Sơ cấp 1,B6 - Cuối tuần,영화를 보다,"Xem phim"
Sơ cấp 1,B6 - Cuối tuần,운동하다,"Vận động"
Sơ cấp 1,B6 - Cuối tuần,여행하다,"Du lịch"
Sơ cấp 1,B6 - Cuối tuần,쇼핑하다,"Mua sắm"
Sơ cấp 1,B6 - Cuối tuần,수영하다,"Bơi"
Sơ cấp 1,B6 - Cuối tuần,쉬다,"Nghỉ"
Sơ cấp 1,B6 - Cuối tuần,외식하다,"Ăn ngoài"
Sơ cấp 1,B6 - Cuối tuần,친구를 만나다,"Gặp bạn"
Sơ cấp 1,B6 - Cuối tuần,산책하다,"Đi dạo bộ"
Sơ cấp 1,B6 - Cuối tuần,소풍가다,"Đi dã ngoại"
Sơ cấp 1,B6 - Cuối tuần,책을 읽다,"Đọc sách"
Sơ cấp 1,B7 - Mua sắm,하나,"Một"
Sơ cấp 1,B7 - Mua sắm,둘,"Hai"
Sơ cấp 1,B7 - Mua sắm,셋,"Ba"
Sơ cấp 1,B7 - Mua sắm,넷,"Bốn"
Sơ cấp 1,B7 - Mua sắm,다섯,"Năm"
Sơ cấp 1,B7 - Mua sắm,스물,"Hai mươi"
Sơ cấp 1,B7 - Mua sắm,스물하나,"Hai mươi mốt"
Sơ cấp 1,B7 - Mua sắm,여러,"Nhiều"
Sơ cấp 1,B7 - Mua sắm,개,"Cái"
Sơ cấp 1,B7 - Mua sắm,명/사람,"Người"
Sơ cấp 1,B7 - Mua sắm,마리,"Con"
Sơ cấp 1,B7 - Mua sắm,잔,"Ly / Cốc"
Sơ cấp 1,B7 - Mua sắm,대,"Chiếc"
Sơ cấp 1,B7 - Mua sắm,병,"Bình / Chai"
Sơ cấp 1,B7 - Mua sắm,켤레,"Đôi"
Sơ cấp 1,B7 - Mua sắm,권,"Quyển"
Sơ cấp 1,B7 - Mua sắm,장,"Trang / Tờ"
Sơ cấp 1,B7 - Mua sắm,과일,"Hoa quả"
Sơ cấp 1,B7 - Mua sắm,채소,"Rau"
Sơ cấp 1,B7 - Mua sắm,음료수,"Thức uống"
Sơ cấp 1,B7 - Mua sắm,옷,"Quần áo"
Sơ cấp 1,B7 - Mua sắm,바지,"Quần"
Sơ cấp 1,B7 - Mua sắm,치마,"Váy"
Sơ cấp 1,B7 - Mua sắm,구두,"Giày"
Sơ cấp 1,B7 - Mua sắm,모자,"Mũ"
Sơ cấp 1,B7 - Mua sắm,손님,"Khách"
Sơ cấp 1,B7 - Mua sắm,주인,"Chủ cửa hàng"
Sơ cấp 1,B7 - Mua sắm,안녕하세요?,"Xin chào?"
Sơ cấp 1,B7 - Mua sắm,어서 오세요,"Xin mời vào"
Sơ cấp 1,B7 - Mua sắm,무얼 찾으세요?,"Anh tìm gì ạ?"
Sơ cấp 1,B7 - Mua sắm,이/가 있어요?,"Có ... không ạ?"
Sơ cấp 1,B7 - Mua sắm,이/가 어때요?,"... thế nào ạ?"
Sơ cấp 1,B7 - Mua sắm,이거 얼마예요?,"Cái này giá bao nhiêu ạ?"
Sơ cấp 1,B7 - Mua sắm,만원이에요,"Mười nghìn won"
Sơ cấp 1,B7 - Mua sắm,이거 두 개 주세요,"Cho tôi cái này hai cái"
Sơ cấp 1,B7 - Mua sắm,여기 있어요,"Ở đây ạ"
Sơ cấp 1,B7 - Mua sắm,너무 비싸요,"Đắt quá"
Sơ cấp 1,B7 - Mua sắm,깎아 주세요,"Bớt giá cho tôi đi"
Sơ cấp 1,B7 - Mua sắm,싸게 해 주세요,"Bán rẻ cho tôi đi"
Sơ cấp 1,B7 - Mua sắm,팔천 원에 드릴게요,"Tôi lấy tám nghìn won thôi nhé"
Sơ cấp 1,B7 - Mua sắm,다음에 또 오세요,"Mời lần sau lại đến nhé"
Sơ cấp 1,B8 - Thức ăn,밥,"Cơm"
Sơ cấp 1,B8 - Thức ăn,국,"Canh"
Sơ cấp 1,B8 - Thức ăn,김치,"Kim chi"
Sơ cấp 1,B8 - Thức ăn,불고기,"Món bulgogi"
Sơ cấp 1,B8 - Thức ăn,된장찌개,"Canh tương"
Sơ cấp 1,B8 - Thức ăn,비빔밥,"Cơm trộn"
Sơ cấp 1,B8 - Thức ăn,냉면,"Mì lạnh"
Sơ cấp 1,B8 - Thức ăn,떡,"Bánh tteok"
Sơ cấp 1,B8 - Thức ăn,라면,"Mì gói"
Sơ cấp 1,B8 - Thức ăn,삼겹살,"Thịt ba chỉ nướng"
Sơ cấp 1,B8 - Thức ăn,김치찌개,"Canh kim chi"
Sơ cấp 1,B8 - Thức ăn,갈비탕,"Súp sườn bò"
Sơ cấp 1,B8 - Thức ăn,삼계탕,"Gà tần sâm"
Sơ cấp 1,B8 - Thức ăn,볶음밥,"Cơm chiên"
Sơ cấp 1,B8 - Thức ăn,갈비,"Món sườn nướng"
Sơ cấp 1,B8 - Thức ăn,국수,"Mì / Bún"
Sơ cấp 1,B8 - Thức ăn,맛,"Mùi vị"
Sơ cấp 1,B8 - Thức ăn,달다,"Ngọt"
Sơ cấp 1,B8 - Thức ăn,짜다,"Mặn"
Sơ cấp 1,B8 - Thức ăn,맵다,"Cay"
Sơ cấp 1,B8 - Thức ăn,쓰다,"Đắng"
Sơ cấp 1,B8 - Thức ăn,시다,"Chua"
Sơ cấp 1,B8 - Thức ăn,싱겁다,"Nhạt"
Sơ cấp 1,B8 - Thức ăn,숟가락,"Thìa"
Sơ cấp 1,B8 - Thức ăn,젓가락,"Đũa"
Sơ cấp 1,B8 - Thức ăn,메뉴,"Thực đơn"
Sơ cấp 1,B8 - Thức ăn,컵,"Cốc / Ly"
Sơ cấp 1,B8 - Thức ăn,테이블,"Bàn ăn"
Sơ cấp 1,B8 - Thức ăn,종업원,"Người phục vụ"
Sơ cấp 1,B8 - Thức ăn,손님,"Khách"
Sơ cấp 1,B8 - Thức ăn,흡연석,"Chỗ được hút thuốc"
Sơ cấp 1,B8 - Thức ăn,금연석,"Chỗ cấm hút thuốc"
Sơ cấp 1,B8 - Thức ăn,영수증,"Hóa đơn"
Sơ cấp 1,B8 - Thức ăn,주문하다,"Gọi món"
Sơ cấp 1,B8 - Thức ăn,계산하다,"Tính tiền"
Sơ cấp 1,B8 - Thức ăn,계산서,"Phiếu tính tiền"
Sơ cấp 1,B9 - Nhà,위,"Trên"
Sơ cấp 1,B9 - Nhà,아래,"Dưới"
Sơ cấp 1,B9 - Nhà,안,"Trong"
Sơ cấp 1,B9 - Nhà,밖,"Ngoài"
Sơ cấp 1,B9 - Nhà,옆,"Bên cạnh"
Sơ cấp 1,B9 - Nhà,사이,"Giữa"
Sơ cấp 1,B9 - Nhà,앞,"Trước"
Sơ cấp 1,B9 - Nhà,뒤,"Sau"
Sơ cấp 1,B9 - Nhà,왼쪽,"Bên trái"
Sơ cấp 1,B9 - Nhà,오른쪽,"Bên phải"
Sơ cấp 1,B9 - Nhà,양쪽,"Hai phía"
Sơ cấp 1,B9 - Nhà,건너편/맞은편,"Đối diện"
Sơ cấp 1,B9 - Nhà,똑바로/쭉,"Thẳng"
